Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),
Configuration Field Inputs,50,50,2,0,0,15,V1,v,10000,I2,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.10181394811,-4.73246747771,1.70943747274,84.6463419923,49.9999986775,0.723396981468,
 ,0.02,1.10181393486,-4.73246532045,1.70943744268,84.6463444053,49.9999993468,0.266119610129,
 ,0.04,1.1018139322,-4.73246423943,1.70943743598,84.6463457295,49.9999996637,0.0978984752617,
 ,0.06,1.1018139307,-4.73246282159,1.70943743095,84.6463475196,49.9999997486,0.0360144680093,
 ,0.08,1.10181392948,-4.73246093775,1.70943742572,84.6463499057,49.9999997387,0.0132490548834,
 ,0.1,0.556081828526,2.07781058886,0.071870983304,55.7485921255,48.8385648817,5.07006631749,
 ,0.12,0.553746975661,2.85791037626,0.0677393498514,59.9176203594,49.4843538092,-1.20033028431,
 ,0.14,1.08958369851,-2.97617138525,1.68015972605,86.8833743626,50.2032646405,-3.63427227593,
 ,0.16,1.09246689269,-2.78970124331,1.68672053638,87.0565402762,50.0540107813,-0.603806210347,
 ,0.18,1.09221747695,-2.21922024574,1.68551905343,87.7484075244,49.972057674,0.162828508111,
 ,0.2,1.09166070885,-1.61682010983,1.68365651215,88.4777572903,49.9378220378,0.219667051957,
 ,0.22,1.09105151543,-1.00851248404,1.68178864498,89.2033582321,49.9240525409,0.145043853968,
 ,0.24,1.0904396616,-0.397672083987,1.68002907434,89.9188414098,49.9185196481,0.0791646489038,
 ,0.26,1.08985206762,0.213951247314,1.67843658362,90.6209101252,49.9163320338,0.0392896034151,
 ,0.28,1.089307827,0.824996588188,1.67705462782,91.3069731656,49.9155550406,0.0179954762146,
 ,0.3,1.08882099704,1.43431883247,1.67591588899,91.9749063817,49.9154202777,0.00711901251641,
 ,0.32,1.0884015599,2.04089771145,1.67504321993,92.6229880139,49.9156200436,0.00151084559278,
 ,0.34,1.08805575772,2.64379053913,1.67444992649,93.2498688708,49.9160289487,-0.00157283339996,
 ,0.36,1.08778627777,3.24210869878,1.67414009574,93.8545533946,49.9165939323,-0.00347855898398,
 ,0.38,1.08759249408,3.83500424334,1.67410921469,94.4363811769,49.9172909148,-0.00483698971159,
 ,0.4,1.08747082558,4.42165992503,1.67434510969,94.9950043256,49.9181078278,-0.0059364767112,
 ,0.42,1.08741520208,5.00127974981,1.674829136,95.5303589877,49.9190380694,-0.00690904973703,
 ,0.44,1.08741760095,5.57307888217,1.67553750823,96.042630744,49.9200780637,-0.00781794537293,
 ,0.46,1.08746860914,6.13627254611,1.67644265668,96.5322143948,49.9212264171,-0.00869722796819,
 ,0.48,1.08755796748,6.69006403388,1.67751450832,96.999669206,49.9224836684,-0.00956910500799,
 ,0.5,1.08767506267,7.23363225427,1.67872161575,97.4456711153,49.9238522225,-0.0104511154299,
 ,0.52,1.08780934316,7.76611947675,1.6800320876,97.8709637134,49.9253362928,-0.01135877424,
 ,0.54,1.08795064758,8.28662005241,1.68141430446,98.2763099642,49.9269417779,-0.0123061958091,
 ,0.56,1.08808944551,8.79417089922,1.68283743264,98.6624466022,49.9286760455,-0.0133058536032,
 ,0.58,1.08821699976,9.28774442934,1.6842717698,99.0300429269,49.9305476253,-0.0143680380383,
 ,0.6,1.08832546585,9.7662443956,1.68568897104,99.379665352,49.9325658302,-0.0155003047265,
 ,0.62,1.08840794765,10.2285048951,1.68706220989,99.7117486412,49.9347403324,-0.0167070632992,
 ,0.64,1.08845852852,10.6732925505,1.6883663267,100.026574368,49.9370807263,-0.0179893618385,
 ,0.66,1.08847229497,11.0993117476,1.68957800782,100.324256851,49.9395960968,-0.0193448507807,
 ,0.68,1.08844536558,11.5052127556,1.69067602451,100.604736646,49.9422946075,-0.0207678650572,
