Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),
Configuration Field Inputs,50,50,3,0,0,15,V1,v,10000,I2,c,100,I3,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.11365201987,0.440092383953,0.112931994972,-165.996772194,0.152787507793,-165.861516152,49.99999828,-0.0680545287053,
 ,0.02,1.1136520091,0.440093831727,0.11293200017,-165.996769921,0.152787514825,-165.861513879,49.9999992482,-0.0250404034447,
 ,0.04,1.11365200445,0.440095170263,0.112931996371,-165.996769448,0.152787509685,-165.861513407,49.9999996024,-0.0092134627624,
 ,0.06,1.11365200079,0.440097087224,0.11293198985,-165.996768535,0.152787500863,-165.861512493,49.9999996809,-0.00338977197614,
 ,0.08,1.1136519973,0.44009964301,0.112931981381,-165.996767083,0.152787489405,-165.861511041,49.9999996536,-0.00124686557131,
 ,0.1,0.719171865889,8.70359418649,0.491170319762,-96.0647931837,0.664512205567,-95.929537142,48.9050835359,4.64390688366,
 ,0.12,0.710394289294,9.8756960006,0.492498483534,-95.7492124632,0.666309099643,-95.6139564216,49.4696635678,-0.931305441936,
 ,0.14,1.09129158331,2.75447636046,0.125609341216,-161.244286891,0.169938892912,-161.109030849,50.3043738199,-3.985174501,
 ,0.16,1.09437280805,3.24745195893,0.126528943675,-161.421541757,0.171183037832,-161.286285715,50.0682579526,-0.339110573114,
 ,0.18,1.09366996566,4.022098616,0.130246996639,-160.617861828,0.176213251337,-160.482605787,49.959428675,0.383608949568,
 ,0.2,1.09245591735,4.80980344769,0.133991430523,-159.809186199,0.181279156011,-159.673930157,49.9169145841,0.338125067115,
 ,0.22,1.09118969935,5.58134162409,0.137489296139,-159.06085446,0.186011474519,-158.925598418,49.902086398,0.192162093882,
 ,0.24,1.08999257667,6.3296077805,0.140687434204,-158.361932356,0.190338286816,-158.226676314,49.8984727234,0.0860820823376,
 ,0.26,1.08892234641,7.05024385282,0.143552547907,-157.707147315,0.19421454511,-157.571891274,49.8995242223,0.0251793328298,
 ,0.28,1.08801461172,7.73982926562,0.146056924649,-157.097181488,0.197602756583,-156.961925447,49.9026481702,-0.00701493066103,
 ,0.3,1.08729322649,8.3956362315,0.148178913617,-156.534942086,0.200473629501,-156.399686044,49.9067917597,-0.0237212820079,
 ,0.32,1.08677381331,9.01556781315,0.149903702879,-156.023654437,0.202807124566,-155.888398395,49.9114977411,-0.0325723849957,
 ,0.34,1.08646505516,9.59813526206,0.151223649091,-155.566057909,0.204592900971,-155.430801867,49.9165386648,-0.0374445922125,
 ,0.36,1.08636929079,10.1424441811,0.152138331577,-155.164076767,0.205830389581,-155.028820726,49.9217761441,-0.0401784811525,
 ,0.38,1.08648298303,10.6481781873,0.152654444593,-154.818686886,0.206528647161,-154.683430844,49.9271073748,-0.0416176037155,
 ,0.4,1.0867972532,11.1155756099,0.152785577982,-154.529867553,0.206706059627,-154.394611511,49.932445387,-0.0421474563999,
 ,0.42,1.08729852224,11.5453977384,0.152551905714,-154.29659509,0.206389920667,-154.161339048,49.9377122675,-0.0419540168693,
 ,0.44,1.08796923985,11.9388884677,0.151979787547,-154.116860972,0.20561589282,-153.98160493,49.9428373074,-0.0411416962115,
 ,0.46,1.08878866323,12.2977258424,0.151101282232,-153.98770724,0.204427348885,-153.852451198,49.9477569564,-0.0397850773896,
 ,0.48,1.08973364391,12.6239663714,0.149953567943,-153.905276207,0.202874587811,-153.770020166,49.9524153758,-0.0379506640932,
 ,0.5,1.09077938677,12.9199832333,0.148578265683,-153.86487354,0.201013919318,-153.729617499,49.956765115,-0.0357053899294,
 ,0.52,1.0919001539,13.1883996692,0.147020663725,-153.861045061,0.198906614641,-153.72578902,49.9607677235,-0.0331193752122,
 ,0.54,1.0930698957,13.4320189838,0.145328845398,-153.887668559,0.196617726483,-153.752412517,49.9643942196,-0.0302662062888,
 ,0.56,1.09426280049,13.6537526367,0.143552727948,-153.938062542,0.19421478869,-153.8028065,49.9676253867,-0.0272221561831,
 ,0.58,1.09545376211,13.8565479213,0.141743026469,-154.005114184,0.191766414527,-153.869858142,49.9704518833,-0.024064964731,
 ,0.6,1.09661877072,14.0433166988,0.139950163041,-154.081428504,0.189340820832,-153.946172462,49.972874167,-0.0208724523498,
 ,0.62,1.09773523596,14.2168666097,0.138223146995,-154.159500017,0.187004313116,-154.024243976,49.9749022352,-0.0177210883613,
 ,0.64,1.09878225426,14.3798361366,0.136608457038,-154.231906451,0.184819773168,-154.096650409,49.976555185,-0.0146845605035,
 ,0.66,1.09974083241,14.5346348643,0.135148959518,-154.291521681,0.182845195558,-154.156265639,49.9778605965,-0.0118323550584,
 ,0.68,1.10059407918,14.683390262,0.133882898988,-154.331741811,0.181132321956,-154.196485769,49.9788537381,-0.00922834497488,
 ,0.7,1.10132737417,14.8279022702,0.132842996963,-154.346714646,0.179725421823,-154.211458605,49.9795765982,-0.00692939359777,
 ,0.72,1.10192852065,14.9696068791,0.132055692026,-154.331559229,0.178660264343,-154.196303188,49.9800767493,-0.00498400913191,
 ,0.74,1.10238788449,15.1095496916,0.131540549038,-154.282559585,0.17796331913,-154.147303544,49.9804060657,-0.00343111854087,
 ,0.76,1.10269851813,15.2483701672,0.131309857588,-154.197316121,0.177651212965,-154.062060079,49.9806193253,-0.00229905381686,
 ,0.78,1.10285626506,15.3862968586,0.131368430702,-154.074840023,0.177730457472,-153.939583981,49.9807727418,-0.0016048450947,
 ,0.8,1.10285983861,15.5231535426,0.131713605574,-153.915580558,0.178197450094,-153.780324516,49.9809224772,-0.00135388911958,
 ,0.82,1.10271086896,15.6583757581,0.13233543965,-153.721381831,0.179038739391,-153.58612579,49.9811231885,-0.00154001500775,
 ,0.84,1.10241391357,15.7910369632,0.133217088834,-153.495373099,0.180231536716,-153.360117058,49.9814266526,-0.00214591831647,
 ,0.86,1.10197642875,15.919883316,0.134335349853,-153.241803785,0.18174444999,-153.106547743,49.9818805029,-0.00314389781616,
 ,0.88,1.10140870309,16.0433759604,0.135661345665,-152.965839526,0.183538410997,-152.830583484,49.9825271027,-0.00449681966309,
 ,0.9,1.10072375518,16.1597396099,0.137161330343,-152.67333818,0.185567764333,-152.538082138,49.983402572,-0.00615925153147,
 ,0.92,1.09993719908,16.2670161235,0.13879758749,-152.370624409,0.187781482878,-152.235368367,49.9845359847,-0.00807874283671,
 ,0.94,1.09906707959,16.3631216337,0.140529393566,-152.06427872,0.190124471102,-151.929022679,49.9859487546,-0.0101972574834,
 ,0.96,1.09813367608,16.445905635,0.142314014988,-151.760952331,0.192538914054,-151.625696289,49.987654234,-0.0124527752059,
