Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),
Configuration Field Inputs,50,50,6,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,0.94999977223,-8.06265183831,0.124108466303,87.1595613317,0.0439867730596,61.7624239463,0.02035066642,78.8213285461,0.0108414491683,-7.81767412386,0.124198601621,147.324208454,49.9999985887,1.06032717091,
 ,0.02,0.949999772518,-8.06265152713,0.124108466367,87.1595608646,0.0439867703063,61.762431694,0.0203506657012,78.8213339584,0.0108414471727,-7.81767229761,0.124198599449,147.324207959,49.9999994446,0.390068671242,
 ,0.04,0.94999977335,-8.06265017846,0.124108466459,87.1595600027,0.0439867649615,61.7624454682,0.0203506643725,78.821347313,0.0108414450966,-7.81767319505,0.124198592419,147.324206657,49.9999996708,0.1434972471,
 ,0.06,0.949999775077,-8.06264795914,0.124108466581,87.1595586624,0.0439867565415,61.7624673262,0.020350662321,78.8213687342,0.0108414420323,-7.81767350037,0.124198581052,147.324204662,49.9999996779,0.0527897009717,
 ,0.08,0.949999777536,-8.06264490041,0.12410846676,87.1595568298,0.0439867452189,61.7624969095,0.0203506595787,78.8213976991,0.0108414379484,-7.81767325022,0.12419856562,147.324202015,49.999999607,0.0194206200359,
 ,0.1,0.885236256784,-5.88484142291,0.131588988645,85.4915875005,0.0125125430503,-88.6735096504,0.00150686551706,-160.672041245,0.0252722144835,-88.8515097437,0.126613182467,134.174633659,49.8029951159,0.793024158167,
 ,0.12,0.88530718923,-5.68767445064,0.131649858528,85.534637324,0.0126107953578,-94.7961459161,0.00200786395672,-162.763063239,0.0252893198931,-89.3785352802,0.126060774233,134.005929405,49.90804514,-0.181420559766,
 ,0.14,0.950206293247,-7.31727809129,0.124217859615,87.048067869,0.0412143290604,69.0348945014,0.0196455266876,85.3285191877,0.00924817547005,-9.4834338561,0.121038762049,146.764690891,50.0955053976,-0.826901668264,
 ,0.16,0.950827432175,-6.89233157666,0.124208439179,86.9594246512,0.0404904558638,72.8079013153,0.0195577665536,88.7915135631,0.00877836671041,-8.96408279293,0.119220047848,146.542252171,49.9982556808,0.14915403016,
 ,0.18,0.951258360996,-6.44787630864,0.124233682993,86.8651050076,0.0397143971711,77.1057001915,0.0194520382043,92.4981032778,0.00812166509147,-8.89748966672,0.117426769337,146.282326197,49.9606358467,0.229478433898,
 ,0.2,0.95158213747,-6.00187521436,0.124280687022,86.7385089498,0.0391219325663,81.3710562412,0.0193994332636,96.0982519309,0.00747626359304,-9.01203702742,0.115714513046,146.016335229,49.9464995174,0.149967051118,
 ,0.22,0.951817838927,-5.55631700061,0.124346603125,86.5792448627,0.0387244814509,85.4572726416,0.0194013951726,99.500462729,0.00686678457556,-9.2468621546,0.114105437288,145.760293852,49.9412716364,0.0793595784741,
 ,0.24,0.951974131703,-5.11184708012,0.124430714868,86.3950965334,0.0385021919074,89.2537247413,0.0194490326545,102.635189226,0.00630395172672,-9.56480405038,0.112621762557,145.529029578,49.9394145362,0.0377438015264,
 ,0.26,0.952059091843,-4.66841256962,0.124532023291,86.1989177333,0.0384224901529,92.6675455636,0.0195297996989,105.446354685,0.00579638216888,-9.93092497192,0.111282391412,145.33679294,49.9388045252,0.016672766762,
 ,0.28,0.952082292099,-4.22543318301,0.124648273879,86.0077595278,0.0384465360872,95.6279764189,0.0196296844497,107.892522141,0.00535125873297,-10.3040637234,0.110102498009,145.197296156,49.9386057174,0.00705817770315,
 ,0.3,0.952054958591,-3.78199180103,0.124775684558,85.8416164473,0.038534671503,98.0881965304,0.0197348065325,109.946633491,0.00497423183304,-10.6335152806,0.109093719941,145.123384247,49.9384789326,0.00324328996408,
 ,0.32,0.951989412174,-3.33702575332,0.12490911375,85.7216670399,0.0386510359712,100.024087331,0.0198327360265,111.5947764,0.00466927512089,-10.8607250806,0.108264266054,145.126461874,49.9382867381,0.00220140725376,
 ,0.34,0.951898158798,-2.88951384873,0.12504251265,85.668251776,0.0387670025676,101.431309331,0.0199135226605,112.834560471,0.0044385794639,-10.9260842779,0.107618933871,145.215844543,49.9379830703,0.00238552259139,
 ,0.36,0.951792819619,-2.43865115867,0.12516953436,85.6988517576,0.038863256776,102.322022931,0.0199703960504,113.673544075,0.00428250939584,-10.7796964946,0.10715908299,145.398163322,49.9375709333,0.00299011487971,
 ,0.38,0.951683082451,-1.98399913442,0.125284185128,85.8263051189,0.0389305084718,102.722137968,0.0200001089017,114.128006445,0.00419961419548,-10.392832785,0.106882595357,145.676912811,49.9370843767,0.00356774012901,
 ,0.4,0.951575870641,-1.52559843832,0.125381418515,86.0574568173,0.0389689348123,102.669442674,0.0200029131767,114.222187907,0.00418667045625,-9.7653333208,0.10678385191,146.052199279,49.9365784403,0.00385166463519,
 ,0.42,0.951474905153,-1.06403472581,0.125457594686,86.3923834735,0.0389865256227,102.212501833,0.0199821812587,113.987949501,0.0042387449134,-8.92530447942,0.106853760839,146.520715703,49.9361212604,0.00368100592299,
 ,0.44,0.951380762794,-0.600451985042,0.1255107519,86.8242710018,0.0389965768739,101.409890111,0.0199437123874,113.464652426,0.00434929617341,-7.92110184239,0.107079874325,147.075942192,49.9357865611,0.00297154643934,
