Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),
Configuration Field Inputs,50,50,4,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.00123402654,-10.1486154457,4.46326006145,82.7001995161,4.45571932995,82.7490408617,4.88377211781,128.516944684,49.9999854788,1.40403402196,
 ,0.02,1.00123401688,-10.1486139995,4.46325989002,82.7002026923,4.45571915827,82.7490440359,4.8837719852,128.516943604,49.9999945341,0.516473294532,
 ,0.04,1.0012340116,-10.1486121345,4.46325992211,82.7002015698,4.45571919101,82.7490429112,4.88377217934,128.516951732,49.999997819,0.189984743748,
 ,0.06,1.00123400515,-10.1486093085,4.46326000783,82.7001992502,4.4557192778,82.7490405885,4.88377250653,128.516965041,49.9999989424,0.0698863339852,
 ,0.08,1.00123399696,-10.1486054858,4.46326013398,82.700196007,4.45571940542,82.7490373413,4.88377294855,128.516983148,49.9999992682,0.0257082915291,
 ,0.1,0.381409629102,-1.7848141321,4.09977164847,-82.0353506002,4.10126094985,-81.7754799298,7.08771104029,111.704104636,48.1562239603,7.37266010113,
 ,0.12,0.380510277522,-1.30025408235,4.1044086818,-81.750701153,4.10587510399,-81.4908970073,7.0730061611,111.94786759,49.249319135,-2.3168318572,
 ,0.14,0.990341790129,-8.28044580303,4.30864082702,85.2043766173,4.30108768879,85.2503572434,4.87790562597,129.258740735,50.1735622411,-4.90038446302,
 ,0.16,0.991817316243,-7.67093584503,4.35850708161,84.7788885066,4.35114021868,84.8249870587,4.93022777891,131.33316561,50.0165280274,-1.04726899353,
 ,0.18,0.990785285584,-6.85121678413,4.36207318889,85.1603327072,4.35480156788,85.2061299685,4.95350693011,132.72665935,49.9388334154,-0.0206690510406,
 ,0.2,0.98949391525,-6.02407800091,4.3617833669,85.5989755114,4.35459962979,85.6444507851,4.97365540953,134.045810678,49.9066502996,0.142336640398,
 ,0.22,0.988181792623,-5.20673395588,4.36154254575,86.0373470165,4.35444487509,86.0825261427,4.99350790054,135.34305566,49.8945099753,0.108320914336,
 ,0.24,0.986903993632,-4.40465762477,4.36192912735,86.4702860799,4.35491511729,86.5152067867,5.01313672151,136.615689416,49.8909818709,0.0553688525326,
 ,0.26,0.985692298968,-3.62216696313,4.36316513343,86.8966930716,4.35623145155,86.9413995294,5.03233750979,137.856738984,49.8912825473,0.017828815533,
 ,0.28,0.984571276749,-2.86293082049,4.36536747098,87.3162608414,4.35850990886,87.3608009349,5.05089748842,139.059457857,49.8934159252,-0.00469598706658,
 ,0.3,0.983560921226,-2.13006751963,4.3685809894,87.7292024375,4.361794521,87.7736255863,5.0686116564,140.217423512,49.8965334192,-0.0177133052635,
 ,0.32,0.982677273656,-1.42620380878,4.37278803442,88.1361650855,4.36606687165,88.1805203108,5.08527856239,141.324409742,49.9002552549,-0.0254384801138,
