Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),
Configuration Field Inputs,50,50,9,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.05200002023,4.30958741646,13.2136383679,-14.1276177762,0.612700003588,67.9992467308,3.19305530259,-45.9819153346,35.2463489406,-12.2991210193,1.14793579848,-24.2489205796,7.1966582253,-8.59989851922,0.718548534536,5.51319953941,0.196580695314,-32.829264016,49.9999978589,-0.62906575244,
 ,0.02,1.05200002016,4.30958780071,13.2136386229,-14.1276174959,0.612700050935,67.9992357159,3.19305537847,-45.9819160859,35.2463486177,-12.2991205609,1.14793581136,-24.248920365,7.19665842044,-8.59989831603,0.718548548048,5.51319940635,0.196580700035,-32.8292634593,49.9999991664,-0.231426320426,
 ,0.04,1.0520000179,4.30958943819,13.2136397591,-14.1276159819,0.612700286894,67.9991896863,3.19305562556,-45.981918077,35.2463485464,-12.2991185202,1.14793586608,-24.248919277,7.19665924313,-8.59989702469,0.718548608873,5.51319907356,0.196580720234,-32.8292606675,49.9999995424,-0.0851386714727,
 ,0.06,1.0520000144,4.30959205571,13.2136415599,-14.1276135755,0.61270066145,67.9991161814,3.19305603265,-45.9819214452,35.2463482214,-12.2991152432,1.14793595327,-24.2489175446,7.19666055606,-8.59989498436,0.718548705498,5.51319854341,0.196580752343,-32.8292562358,49.9999995948,-0.0313209558073,
 ,0.08,1.0520000097,4.30959565157,13.2136440167,-14.127610279,0.61270117346,67.9990153697,3.19305659926,-45.981926184,35.2463476564,-12.2991107402,1.14793607256,-24.2489151669,7.19666235436,-8.59989219689,0.718548837634,5.51319782054,0.19658079619,-32.8292501777,49.9999995282,-0.0115219729103,
 ,0.1,1.05199986357,4.30961203943,13.2136534788,-14.1275806729,0.612674503607,68.0014277619,3.19305752271,-45.981921733,35.2463681765,-12.2990716787,1.14793656929,-24.2488924899,7.19660029042,-8.60058597161,0.718515508404,5.51093559597,0.196580702368,-32.8293584368,49.9999984058,-0.00423394150176,
 ,0.12,1.05199988896,4.30962260672,13.2136602764,-14.1275772776,0.612669971512,68.0027751586,3.19305862712,-45.9819277935,35.2463776831,-12.2990674338,1.14793694886,-24.2488894255,7.19656859586,-8.600533158,0.718507457817,5.51127577026,0.196580613632,-32.8293507541,49.9999984392,-0.00155737562627,
 ,0.14,1.05200009836,4.30962875458,13.2136651771,-14.1276009338,0.612687651124,68.0031755066,3.19305997784,-45.9819440716,35.2463791772,-12.2990993755,1.1479372676,-24.2489064675,7.19655786335,-8.5997083306,0.718521996642,5.51437622036,0.196580465483,-32.8292263575,49.9999988071,-0.000573733867806,
 ,0.16,1.05200018247,4.30965004285,13.2136780984,-14.1275987339,0.612676224264,68.0063221528,3.19306178564,-45.9819504747,35.2464063496,-12.299098151,1.1479380545,-24.2489035604,7.19646793735,-8.59954027533,0.718500229271,5.51542283834,0.196580033887,-32.8292137895,49.9999976581,-0.000205479359817,
 ,0.18,1.0520002945,4.30967709545,13.213693814,-14.1275963523,0.612661946913,68.0101621861,3.19306395369,-45.9819567547,35.2464426611,-12.2990978312,1.1479390571,-24.248900365,7.19634465786,-8.59932299914,0.718470760634,5.51679969006,0.196579327694,-32.8292000292,49.9999967135,-7.08299583093e-05,
