Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),
Configuration Field Inputs,50,50,5,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.05000000022,-26.8742228541,0.0581425206574,150.787381075,0.100361094877,-64.8016426363,11.5883168694,150.197073803,1.14793579848,155.75107942,49.9999999797,3.77702645351,
 ,0.02,1.05000000022,-26.8742228298,0.0581425206312,150.787381089,0.100361098635,-64.8016436058,11.5883172406,150.197074005,1.14793581136,155.751079635,49.99999999,1.38949033665,
 ,0.04,1.05000000021,-26.8742227517,0.058142520548,150.787381134,0.10036111023,-64.8016465365,11.5883183949,150.197074711,1.14793586608,155.751080723,49.9999999891,0.511164935929,
 ,0.06,1.0500000002,-26.8742226167,0.0581425204056,150.787381212,0.10036112949,-64.8016514059,11.5883203031,150.197075876,1.14793595327,155.751082455,49.9999999837,0.18804709928,
 ,0.08,1.05000000019,-26.8742224166,0.0581425201965,150.78738133,0.100361156407,-64.801658201,11.5883229535,150.197077503,1.14793607256,155.751084833,49.9999999759,0.0691787016693,
 ,0.1,1.04999999987,-26.874222121,0.0581426932978,150.787547482,0.100361190965,-64.8016668939,11.5883269126,150.197082457,1.14793656929,155.75110751,49.9999999646,0.0254494787498,
 ,0.12,1.04999999987,-26.8742217361,0.0581427937479,150.787573902,0.100361233117,-64.8016774678,11.5883314828,150.197085041,1.14793694886,155.751110575,49.9999999523,0.00936240341577,
 ,0.14,1.0500000002,-26.874221238,0.058142831478,150.787459612,0.10036128281,-64.801689887,11.5883367889,150.19708522,1.1479372676,155.751093532,49.9999999377,0.00344431223098,
 ,0.16,1.05000000022,-26.8742205743,0.0581430614284,150.787521411,0.100361339991,-64.8017040967,11.5883436958,150.197088827,1.1479380545,155.75109644,49.9999999176,0.00126719379717,
 ,0.18,1.05000000026,-26.8742197249,0.0581433442727,150.787598444,0.100361404589,-64.8017200539,11.5883519226,150.197093099,1.1479390571,155.751099635,49.9999998936,0.000466297206257,
