Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),
Configuration Field Inputs,50,50,3,0,0,15,V1,v,10000,I2,c,100,I3,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.00499975375,-3.45822347129,5.47862878069,27.255176852,5.61729035546,23.011205631,49.999998121,0.482434163307,
 ,0.02,1.00499971618,-3.45822005279,5.47862933353,27.2551803885,5.61729092229,23.0112091676,49.9999990477,0.177473032082,
 ,0.04,1.00499971043,-3.45821852311,5.47862939205,27.255181766,5.61729098229,23.0112105451,49.9999995142,0.0652865294307,
 ,0.06,1.00499970693,-3.45821655104,5.47862941024,27.2551835962,5.61729100094,23.0112123753,49.9999996438,0.0240170053461,
 ,0.08,1.00499970349,-3.45821395273,5.47862942214,27.2551860362,5.61729101315,23.0112148153,49.9999996363,0.0088354328538,
 ,0.1,0.585380851691,8.9830280166,6.07160960814,-54.9446143284,6.22527925494,-59.1885855493,48.1450041865,8.42041540706,
 ,0.12,0.576281937731,10.9785865354,6.02555580853,-51.8614037653,6.17805985485,-56.1053749862,49.1020907584,-1.52188098783,
 ,0.14,0.983167956756,-0.745940581348,5.6658559878,29.395930036,5.80925619707,25.1519588151,50.4774873036,-6.66882441998,
 ,0.16,0.991715965269,-0.658262408468,5.54289411116,29.3511629207,5.68318221189,25.1071916997,50.1551012627,-0.885644586544,
 ,0.18,0.991512942234,0.134054634488,5.54881173505,29.9234996145,5.68924960812,25.6795283936,49.9900731455,0.446816588998,
 ,0.2,0.990664831142,0.972492500948,5.56429104764,30.5160937289,5.70512069499,26.272122508,49.9240076169,0.471347927987,
 ,0.22,0.989771985725,1.80587646481,5.58128134313,31.1003182059,5.72254100704,26.856346985,49.8993457143,0.287381172012,
 ,0.24,0.98889147254,2.62663852446,5.59967662864,31.6764796168,5.74140186878,27.4325083959,49.8910919544,0.143233021249,
 ,0.26,0.988045077469,3.43055217079,5.61971326981,32.2442563828,5.76194562812,28.0002851619,49.8894493999,0.0592964844975,
 ,0.28,0.987249684186,4.21409245935,5.64150097263,32.8029626721,5.78428476767,28.5589914511,49.8906229813,0.015164873562,
 ,0.3,0.986519004478,4.97418041352,5.6650126014,33.3519408991,5.80839146495,29.1079696782,49.8931293418,-0.00741326527073,
 ,0.32,0.985863976158,5.70810444153,5.69009062993,33.890608177,5.83410420685,29.646636956,49.8963727641,-0.0192773187587,
 ,0.34,0.985292993268,6.41349037467,5.71645404386,34.4184367089,5.86113486667,30.174465488,49.9000977058,-0.0259953742614,
 ,0.36,0.984812110226,7.08829241253,5.74370856448,34.9349406978,5.88907918667,30.6909694769,49.9041785731,-0.0302194147723,
 ,0.38,0.984425293363,7.73079020376,5.77136114363,35.4396799314,5.91743163988,31.1957087104,49.9085393438,-0.033155357156,
 ,0.4,0.984134724215,8.33958531164,5.79883848607,35.9322758328,5.94560442122,31.6883046119,49.9131231603,-0.0353361132153,
 ,0.42,0.98394112078,8.91359454056,5.8255088537,36.4124325055,5.97294980358,32.1684612845,49.9178810981,-0.0369950731602,
 ,0.44,0.983844032178,9.45203954509,5.85070619057,36.879955342,5.99878487346,32.6359841211,49.9227682372,-0.0382373967475,
 ,0.46,0.983842067706,9.95443301432,5.8737555249,37.334761284,6.02241757584,33.0907900631,49.9277424596,-0.0391156534028,
 ,0.48,0.983933034997,10.4205621151,5.89399859501,37.776877002,6.04317298875,33.532905781,49.9327642144,-0.0396620872875,
 ,0.5,0.98411397896,10.8504700425,5.9108186832,38.2064235667,6.06041878564,33.9624523458,49.9377965719,-0.0399017866015,
 ,0.52,0.984381129623,11.2444365626,5.9236637134,38.623588204,6.07358891764,34.3796169831,49.9428053132,-0.0398576468306,
 ,0.54,0.984729780735,11.6029583712,5.93206677203,39.0285852233,6.08220465382,34.7846140024,49.9477589672,-0.0395519103216,
 ,0.56,0.985154130342,11.92672993,5.93566334933,39.4216091102,6.08589225885,35.1776378893,49.9526287742,-0.0390063715887,
 ,0.58,0.985647119134,12.216625188,5.93420476908,39.8027831151,6.08439676259,35.5588118941,49.9573885938,-0.0382421769983,
 ,0.6,0.98620030239,12.4736802737,5.9275674715,40.1721066387,6.07759147807,35.9281354178,49.9620147875,-0.0372796422957,
 ,0.62,0.986803787544,12.6990769282,5.91575801844,40.5294045264,6.06548313318,36.2854333055,49.9664861143,-0.0361382670687,
 ,0.64,0.987446262788,12.8941262141,5.89891387675,40.874281265,6.04821267401,36.6303100441,49.970783672,-0.0348369765868,
 ,0.66,0.988115133437,13.0602519739,5.87730018289,41.2060831345,6.0260519475,36.9621119136,49.9748908978,-0.0333945154237,
