Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),
Configuration Field Inputs,50,50,3,0,0,15,V1,v,10000,I2,c,100,I3,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.03105168854,-4.59184764099,3.99418152581,21.355565821,5.36601773553,163.393388586,49.999987867,0.656966214471,
 ,0.02,1.03105168044,-4.59184653623,3.99418127291,21.3555674891,5.36601783244,163.393389812,49.9999954275,0.241649442623,
 ,0.04,1.0310516706,-4.59184381718,3.99418178548,21.3555687033,5.3660181943,163.393394659,49.999998068,0.0888857186822,
 ,0.06,1.03105165637,-4.59183957042,3.99418265045,21.35557056,5.36601882378,163.39340284,49.9999989055,0.032695433818,
 ,0.08,1.03105163746,-4.59183381846,3.99418382952,21.3555731472,5.36601970598,163.393414188,49.9999990817,0.0120272446976,
 ,0.1,0.543628446186,5.12760066197,4.87267763617,-58.7894919674,6.11374329498,126.072043938,48.4598830191,6.0591621587,
 ,0.12,0.542568999172,5.52825019105,4.85866841818,-58.6293804839,6.1278847605,126.694856236,49.3799097188,-1.97578220661,
 ,0.14,1.02249037412,-2.79568039879,3.87944121666,22.2227836138,5.36156135198,164.451713596,50.2931386128,-4.62832739018,
 ,0.16,1.02285965139,-1.98983226056,4.00885158212,22.7825398935,5.4087974071,165.676108132,50.045237566,-0.535939515988,
 ,0.18,1.02154893425,-1.08260745588,4.05669481659,23.4639543219,5.44300299102,166.755875125,49.9411003187,0.288271829384,
 ,0.2,1.0200406001,-0.177986488148,4.09697236332,24.1543968584,5.47636275725,167.809938248,49.9003604292,0.29531629834,
 ,0.22,1.01851351207,0.715670207778,4.13639007902,24.8411338725,5.50907604376,168.846246891,49.8853535844,0.177756550214,
 ,0.24,1.01701649648,1.59296217019,4.17530474912,25.5216556572,5.54103755964,169.862432807,49.8809407507,0.0849043310494,
 ,0.26,1.01557938446,2.44890511733,4.21351050335,26.194260994,5.57212081442,170.854778837,49.8811012124,0.0292156033493,
 ,0.28,1.01422611812,3.27913373831,4.25074193796,26.8571541875,5.60214535358,171.819257713,49.8834136662,-0.00149716508861,
 ,0.3,1.01297723069,4.0798300472,4.28670244025,27.5084253016,5.63088725528,172.751763721,49.8868838119,-0.0183677888492,
 ,0.32,1.01185043371,4.84765333345,4.32106058978,28.1460867276,5.65809167818,173.648205017,49.8910833684,-0.0281293474049,
 ,0.34,1.01086070856,5.5797111778,4.35345015645,28.7681079178,5.68348120323,174.504561372,49.8958074313,-0.034298915923,
 ,0.36,1.01002030588,6.27355190879,4.38347453473,29.3724580868,5.70676217615,175.316937985,49.9009385126,-0.0385770896818,
 ,0.38,1.00933878585,6.92716348128,4.41071448656,29.9571614053,5.72763083765,176.081624696,49.9063930931,-0.0417475076036,
 ,0.4,1.00882312502,7.53897165715,4.43473834265,30.520362206,5.74578003467,176.79516133,49.912101011,-0.0441607894944,
 ,0.42,1.00847787156,8.10783461533,4.45511400232,31.0603942205,5.76090674351,177.454406337,49.917997842,-0.0459730714458,
 ,0.44,1.00830531353,8.63303307988,4.471422139,31.5758467213,5.77272035799,178.056604677,49.9240223661,-0.0472574205911,
 ,0.46,1.0083056233,9.1142559896,4.48327003229,32.0656207159,5.78095155284,178.599450804,49.9301159791,-0.0480538340607,
 ,0.48,1.00847694707,9.55158221762,4.49030545645,32.5289694815,5.78536145551,179.081143239,49.936222796,-0.0483908111191,
 ,0.5,1.0088154209,9.94545909527,4.49223008438,32.9655194255,5.78575082257,179.50042823,49.9422899499,-0.0482941484431,
 ,0.52,1.00931511062,10.2966785642,4.48881192853,33.3752692303,5.78196891162,179.856631257,49.9482678923,-0.0477901421166,
 ,0.54,1.00996788982,10.6063517075,4.47989643122,33.7585672498,5.77392175849,-179.850323529,49.9541106318,-0.046906441744,
 ,0.56,1.01076328614,10.8758822316,4.4654159232,34.1160689377,5.76157960371,-179.619904672,49.9597759027,-0.0456720159966,
 ,0.58,1.01168833698,11.1069392477,4.44539726905,34.4486775004,5.74498324874,-179.45097342,49.9652252794,-0.0441168777665,
 ,0.6,1.01272750115,11.3014294862,4.41996759191,34.7574718771,5.72424915075,-179.341789808,49.9704242598,-0.0422718356016,
 ,0.62,1.01386267053,11.4614689321,4.38935800437,35.0436265478,5.69957307686,-179.290022279,49.975342337,-0.0401683478587,
 ,0.64,1.01507331628,11.5893538145,4.35390526643,35.3083276796,5.67123213348,-179.292758864,49.979953068,-0.0378384589537,
 ,0.66,1.01633679037,11.6875309266,4.31405125503,35.552689941,5.63958496869,-179.346518816,49.9842341394,-0.0353147554601,
 ,0.68,1.01762878538,11.7585673608,4.27034008348,35.7776781196,5.60506992943,-179.447264736,49.98816742,-0.0326302790826,
 ,0.7,1.018923938,11.8051198591,4.22341267911,35.9840376027,5.56820095491,-179.590416452,49.9917389879,-0.0298183641519,
 ,0.72,1.02019654564,11.8299040437,4.17399863647,36.1722378243,5.52956102221,-179.770869087,49.9949391257,-0.0269124153367,
 ,0.74,1.02142135207,11.8356637603,4.12290522678,36.342432834,5.48979303822,-179.983018796,49.9977622876,-0.0239456863033,
 ,0.76,1.02257434944,11.8251406375,4.0710035618,36.4944430417,5.44958819635,179.779199565,50.0002070524,-0.0209511401887,
 ,0.78,1.02363353975,11.8010437953,4.0192120667,36.6277617409,5.40967197388,179.522258217,50.0022760865,-0.0179614543504,
 ,0.8,1.02457960044,11.766019502,3.96847758658,36.7415890797,5.37078811692,179.252961203,50.0039761361,-0.0150091779239,
 ,0.82,1.02539640586,11.7226205494,3.91975460801,36.834894646,5.33368111719,178.978344421,50.0053180579,-0.012126981719,
 ,0.84,1.02607136958,11.6732752457,3.8739832014,36.9065077934,5.2990778082,178.705548925,50.006316878,-0.00934788543604,
 ,0.86,1.02659558997,11.6202561625,3.83206637406,36.9552323407,5.26766878062,178.441667813,50.0069918522,-0.00670533196431,
 ,0.88,1.02696380276,11.565649071,3.79484757177,36.9799795308,5.24009033634,178.193570096,50.0073664886,-0.00423301120634,
 ,0.9,1.02717416601,11.511322746,3.76308908759,36.9799103924,5.21690767004,177.967708356,50.0074684959,-0.00196440494269,
 ,0.92,1.02722792235,11.4589004465,3.73745213597,36.954576249,5.19859989902,177.769920213,50.0073296302,6.78962731983e-05,
 ,0.94,1.02712899633,11.4097338538,3.71847932775,36.9040444408,5.18554746755,177.605236152,50.0069854328,0.00183299249779,
 ,0.96,1.02688358914,11.3648800962,3.70658022816,36.8289957799,5.17802234395,177.477707331,50.0064748697,0.00330245743886,
 ,0.98,1.02649982653,11.3250822724,3.70202058471,36.7307812008,5.17618131313,177.390266317,50.0058398945,0.00445099731458,
 ,1.0,1.02598749952,11.290753697,3.70491566557,36.6114277103,5.1800625496,177.344631116,50.0051249611,0.00525693830639,
 ,1.02,1.02535791448,11.2619660006,3.71522795462,36.4735880629,5.1895855328,177.341258679,50.004376503,0.00570257021366,
