Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),
Configuration Field Inputs,50,50,3,0,0,15,V1,v,10000,I2,c,100,I3,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.03885202944,-13.7821671472,3.60432140582,112.955720044,3.60432140582,112.955720044,49.9999991871,1.96944772796,
 ,0.02,1.03885201229,-13.7821653399,3.60432138652,112.955723912,3.60432138652,112.955723912,49.9999995582,0.724517494403,
 ,0.04,1.03885200817,-13.7821641093,3.60432140891,112.955726044,3.60432140891,112.955726044,49.9999997267,0.266534332034,
 ,0.06,1.03885200478,-13.7821623707,3.60432145246,112.955728857,3.60432145246,112.955728857,49.9999997426,0.0980524599699,
 ,0.08,1.03885200105,-13.7821600379,3.6043215142,112.955732554,3.6043215142,112.955732554,49.9999996962,0.0360717324017,
 ,0.1,0.293611425265,-13.695644047,3.53557533193,-111.058636777,3.53557533193,-111.058636777,49.9538037198,0.729982041554,
 ,0.12,0.291151580891,-12.970867945,3.54133991285,-110.967000037,3.54133991285,-110.967000037,49.8643131821,0.600017672974,
 ,0.14,1.02323384265,-11.9085703174,3.58025840079,116.998671999,3.58025840079,116.998671999,49.9646818913,-0.348197921347,
 ,0.16,1.02671835779,-11.5598190553,3.61020972088,117.348665302,3.61020972088,117.348665302,49.9572490556,-0.0565832621187,
 ,0.18,1.02583463384,-10.8759928601,3.6294065287,118.466592712,3.6294065287,118.466592712,49.9286124039,0.117773698815,
 ,0.2,1.02456381908,-10.1714234239,3.6465550025,119.615593406,3.6465550025,119.615593406,49.9136131527,0.113958149333,
 ,0.22,1.02327916547,-9.47168196647,3.66252597312,120.731482325,3.66252597312,120.731482325,49.9073846526,0.0707722657014,
 ,0.24,1.02205091605,-8.78167178985,3.67729785215,121.801305848,3.67729785215,121.801305848,49.9055430446,0.0340852025421,
 ,0.26,1.02091664208,-8.10451189274,3.69073497168,122.817361895,3.69073497168,122.817361895,49.9058659275,0.0103037217659,
 ,0.28,1.01990405826,-7.44272832778,3.70269315521,123.773836144,3.70269315521,123.773836144,49.907308245,-0.00379535741508,
 ,0.3,1.01903406733,-6.79839545441,3.71304372913,124.666293289,3.71304372913,124.666293289,49.9093807894,-0.0120189031602,
 ,0.32,1.0183215074,-6.17319672637,3.72168243832,125.491469604,3.72168243832,125.491469604,49.9118450105,-0.0169461783504,
 ,0.34,1.01777542097,-5.56845812149,3.72853408942,126.247172882,3.72853408942,126.247172882,49.9145724769,-0.0200431706012,
 ,0.36,1.01739932088,-4.98517154258,3.73355578206,126.932229747,3.73355578206,126.932229747,49.9174828651,-0.0220753501549,
 ,0.38,1.01719161127,-4.42401820059,3.73673960412,127.546449802,3.73673960412,127.546449802,49.9205177385,-0.0234279176308,
 ,0.4,1.01714617817,-3.88539637157,3.73811491379,128.090592547,3.73811491379,128.090592547,49.9236300583,-0.0242974393855,
 ,0.42,1.01725310259,-3.36945483649,3.73774998576,128.566330907,3.73774998576,128.566330907,49.9267803753,-0.0247935976106,
 ,0.44,1.01749942973,-2.87613176454,3.73575264211,128.9762089,3.73575264211,128.9762089,49.9299357287,-0.0249892165259,
 ,0.46,1.01786993075,-2.4051979634,3.73226945418,129.323592694,3.73226945418,129.323592694,49.9330695354,-0.0249432112344,
 ,0.48,1.018347807,-1.95630290882,3.72748316771,129.612615078,3.72748316771,129.612615078,49.9361617331,-0.0247101152907,
 ,0.5,1.01891530387,-1.52902163319,3.72160815335,129.848113322,3.72160815335,129.848113322,49.9391988566,-0.0243431724058,
