Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),
Configuration Field Inputs,50,50,9,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.043,-17.5716416865,0.0126445581725,109.206867938,0.811168603437,149.910016683,1.0641744207,-167.971363073,0.840169008769,-82.5178695097,0.0451846314715,166.112325258,0.0889047710026,151.612785753,0.186355974253,150.376787642,0.0596529000628,107.18002977,49.9999999565,2.50573337193,
 ,0.02,1.04299999998,-17.5716416484,0.0126445586077,109.206877935,0.811168597699,149.91001658,1.06417437548,-167.97136148,0.840169012995,-82.5178690182,0.0451846316401,166.112325227,0.0889047708875,151.612785765,0.186355973305,150.376787633,0.0596529001491,107.180029876,49.9999999801,0.921807687182,
 ,0.04,1.04299999999,-17.5716415383,0.0126445591786,109.206884287,0.811168582607,149.910016392,1.06417420836,-167.971357124,0.840169024942,-82.5178672325,0.0451846325511,166.112325181,0.0889047705731,151.612785809,0.18635597063,150.376787624,0.0596529004443,107.180030253,49.9999999825,0.339114089616,
 ,0.06,1.043,-17.571641361,0.0126445601331,109.206892829,0.811168558788,149.910016108,1.06417394919,-167.971350469,0.840169043999,-82.517864351,0.0451846341447,166.112325065,0.0889047700848,151.612785883,0.18635596644,150.376787618,0.0596529009796,107.180030923,49.9999999775,0.124753128359,
 ,0.08,1.04300000001,-17.5716411242,0.0126445615123,109.206904255,0.811168528039,149.910015748,1.06417362862,-167.971342255,0.840169069067,-82.5178605574,0.0451846365738,166.112324837,0.0889047694721,151.612785989,0.186355961115,150.376787621,0.0596529018204,107.180031942,49.9999999706,0.0458941465261,
 ,0.1,1.04222529284,-17.5677667478,0.0323422429178,-129.881673284,0.815111382951,148.512713097,1.24116471455,-155.939527857,0.874799266553,-84.000521331,0.0450914699725,165.67715945,0.0888745578287,151.501587576,0.186271063196,150.065183969,0.0598158397267,106.962865045,49.9996548602,0.0184330110732,
 ,0.12,1.04221328946,-17.5638779097,0.0330498636543,-130.492082098,0.813651530654,148.459421334,1.2574797713,-156.238605293,0.874294421456,-84.1626765451,0.0450632779242,165.678823507,0.0888586464138,151.500737174,0.186180036963,150.060141694,0.0598001000824,106.94446968,49.9995030799,0.0077038659806,
 ,0.14,1.04296519818,-17.5578108455,0.0135440953892,122.703266977,0.805768385953,149.739851404,1.12450966177,-168.650697572,0.837792873364,-83.1049718049,0.0450859211362,166.122469106,0.0888481810495,151.610957486,0.186031171771,150.362536464,0.0595945973741,107.116388999,49.9992642095,0.00413878071606,
 ,0.16,1.04296442411,-17.5466420123,0.0142112225199,124.12955371,0.801221035133,149.651073868,1.15758926116,-169.367328774,0.835325736716,-83.4473860912,0.0450085714886,166.147470702,0.0888029599114,151.613437063,0.185768945837,150.362015024,0.0595412112774,107.072156188,49.9987204425,0.00426031421938,
 ,0.18,1.04295737458,-17.5312466457,0.0150000022469,127.181625014,0.794942671749,149.515901579,1.19704853917,-170.040789856,0.832613319871,-83.8803928035,0.0448936125788,166.180748459,0.0887404353922,151.615971292,0.18540741253,150.358856441,0.0594689691089,107.009375044,49.9981436524,0.00450258625919,
 ,0.2,1.0429492948,-17.5104120735,0.0158157788447,130.087912951,0.786436817141,149.333181201,1.24006999684,-170.709197187,0.82949333015,-84.3893615872,0.0447334843754,166.228716065,0.0886557749554,151.619591522,0.184918405848,150.35512952,0.0593710291588,106.924605557,49.9974433492,0.00524488962162,
 ,0.22,1.04294083644,-17.4826427177,0.0166462674982,132.714595834,0.775140184251,149.089670801,1.28627634197,-171.369707931,0.825919440706,-84.981300315,0.0445170206807,166.296061294,0.0885429193969,151.62472552,0.184267266109,150.351023923,0.0592403689856,106.811970037,49.9965659617,0.00642199355844,
 ,0.24,1.04293218012,-17.4464278892,0.0174820635323,135.064435716,0.760522027185,148.768961498,1.33522298721,-172.011334856,0.821904694017,-85.6600931658,0.0442334778856,166.387444678,0.0883957454731,151.631729529,0.18341926238,150.346508164,0.0590702101737,106.66530123,49.9954909005,0.00785370676638,
 ,0.26,1.04292343398,-17.400286768,0.0183134292997,137.155928076,0.742105434507,148.351287372,1.38623688706,-172.621127998,0.817513076999,-86.4237514538,0.0438732471868,166.507635584,0.0882082575594,151.640933083,0.182340725279,150.341477798,0.0588542101749,106.478374809,49.9942134744,0.0093980425456,
 ,0.28,1.04291468046,-17.342808033,0.019130898909,139.010823014,0.719486771222,147.812114103,1.43845252253,-173.186561847,0.812853968479,-87.2635367463,0.0434283375209,166.66148429,0.087974752194,151.652634062,0.181000053343,150.335759057,0.0585867124502,106.245018334,49.9927383619,0.0109570161838,
 ,0.3,1.04290598378,-17.2726945006,0.0199256470624,140.65119692,0.692356283816,147.119954018,1.49087867088,-173.696957741,0.808072491565,-88.1635383696,0.0428928524062,166.853860544,0.0876900024652,151.66708679,0.179368836763,150.329094769,0.0582630294717,105.959230056,49.991077639,0.0124577311672,
 ,0.32,1.0428973893,-17.1888107361,0.0206897048659,142.098301743,0.660519674193,146.2330875,1.54247748569,-174.144278289,0.80333554917,-89.1007303525,0.0422634458689,167.089566911,0.0873494544928,151.684488475,0.177423047595,150.321126303,0.0578797352206,105.615318156,49.9892502962,0.0138386728644,
 ,0.34,1.04288892055,-17.0902309533,0.0214161242859,143.372092667,0.623921195337,145.094556735,1.59224599129,-174.523419685,0.798815129583,-90.0456245445,0.0415397243856,167.373223006,0.0869494252515,151.704965874,0.17514422998,150.311375204,0.0574349453013,105.208063892,49.987282065,0.0150433833212,
 ,0.36,1.04288057631,-16.9762843549,0.0220991137375,144.491057767,0.582670181422,143.624322807,1.63929103842,-174.832141995,0.794671378566,-90.9636068306,0.0407245616688,167.709113933,0.0864872901967,151.728563589,0.172520619675,150.299227226,0.056928561777,104.732912142,49.9852051083,0.0160189263498,
 ,0.38,1.04287232906,-16.8465950781,0.0227341425024,145.472187499,0.537075436069,141.706632846,1.6828902839,-175.070777898,0.791038252466,-91.8169668876,0.0398242965263,168.100994236,0.0859616491797,151.755235337,0.169548122595,150.28392155,0.0563624597552,104.186192728,49.9830574131,0.0167168536155,
 ,0.4,1.04286412601,-16.7011141578,0.0233180068545,146.33101358,0.487696759235,139.169145433,1.72253395417,-175.241834713,0.788014169252,-92.5675238223,0.0388487899034,168.55183728,0.0853724600617,151.784839345,0.166231087797,150.264548094,0.0557405944347,103.565374871,49.9808818482,0.0170952415653,
 ,0.42,1.04285589321,-16.5401413424,0.0238488519022,147.081685569,0.435432583118,135.747882467,1.75794474193,-175.349567561,0.785658955908,-93.1796375155,0.0378113250496,169.063519908,0.0847211311254,151.817138766,0.162582820744,150.240055971,0.0550690108857,102.86935456,49.9787249138,0.0171209764742,
 ,0.44,1.04284754273,-16.3643351691,0.0243261461326,147.737069242,0.3816821204,131.029076573,1.78907584746,-175.399566504,0.783996789106,-93.6233111666,0.0367283439208,169.636435034,0.0840105656392,151.851807707,0.158625796486,150.209276223,0.0543557442236,102.098770066,49.976635241,0.0167718185817,
 ,0.46,1.0428389826,-16.1747103531,0.0247506091181,148.308857099,0.328656132255,124.361613861,1.81608960123,-175.398374932,0.783023198979,-93.8770574731,0.0356190228139,170.269032207,0.0832451545227,151.888442979,0.154391548409,150.17096192,0.0536106049005,101.256334142,49.9746619219,0.0160379791555,
 ,0.48,1.04283012844,-15.9726222263,0.0251240962173,148.807683668,0.279948735571,114.776239857,1.83932102941,-175.353142109,0.78271309027,-93.9302222537,0.0345047002603,170.957300628,0.0824307157863,151.926581298,0.149920225031,150.123848527,0.052844852344,100.34716283,49.9728527592,0.0149230700234,
