Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),
Configuration Field Inputs,50,50,4,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.09848523904,-6.08858488044,0.0427316732179,-20.0232972278,0.0425889431851,-20.1205570697,0.446506444607,-162.249733586,49.9999880392,0.927281112305,
 ,0.02,1.09848523051,-6.08858373975,0.0427316718877,-20.0232962549,0.0425889418593,-20.1205560968,0.446506456694,-162.249733628,49.9999954871,0.341093261403,
 ,0.04,1.09848521952,-6.08858090426,0.0427316685455,-20.0232955199,0.0425889385283,-20.1205553618,0.446506510843,-162.249732055,49.9999980791,0.125469284555,
 ,0.06,1.09848520336,-6.08857645752,0.0427316629626,-20.0232949308,0.042588932964,-20.1205547727,0.446506606276,-162.249729365,49.9999988915,0.0461538966881,
 ,0.08,1.09848518176,-6.0885704262,0.0427316552203,-20.023294377,0.0425889252477,-20.1205542189,0.446506740454,-162.249725642,49.9999990514,0.0169784157,
 ,0.1,0.602443658929,3.77339612318,0.0342062629427,58.4574148616,0.034092009026,58.3601550196,0.575053634291,122.591532861,48.4973181357,5.92392416687,
 ,0.12,0.601323137844,4.19000390828,0.0340640785501,59.2626968426,0.0339502995501,59.1654370007,0.577106638926,123.315186411,49.3930543026,-1.91576595195,
 ,0.14,1.08974418282,-4.28633698491,0.0420869769848,-17.5605844065,0.0419464003316,-17.6578442484,0.442097226722,-161.778821054,50.3112691048,-4.61713557123,
 ,0.16,1.08999954955,-3.46652492995,0.0417776332202,-17.139838761,0.0416380898204,-17.2370986029,0.449924997468,-160.8475988,50.0504626794,-0.472437071488,
 ,0.18,1.08857037517,-2.54779962768,0.0414305601036,-16.3978709689,0.0412921759787,-16.4951308108,0.454930593504,-160.087698803,49.9418761461,0.332151284364,
 ,0.2,1.0869405907,-1.63172357818,0.0410744231797,-15.6413270747,0.0409372286042,-15.7385869166,0.45972781201,-159.355617968,49.8995864714,0.318599051108,
 ,0.22,1.08529254998,-0.726754935795,0.0407219033741,-14.893374908,0.0405858862663,-14.9906347499,0.464424172846,-158.6323611,49.8840537943,0.188734638901,
 ,0.24,1.08367652696,0.161627353921,0.0403776039372,-14.1620218807,0.0402427368398,-14.2592817226,0.469021257031,-157.916735459,49.8794789368,0.0896747003881,
 ,0.26,1.0821234484,1.02836914922,0.0400447850148,-13.4532131067,0.0399110295812,-13.5504729486,0.473508635805,-157.210228427,49.8796101793,0.031085765434,
 ,0.28,1.08065837482,1.86902279927,0.0397266205779,-12.771328942,0.03959392786,-12.8685887839,0.477864319817,-156.514823397,49.8819469452,-0.000945787228878,
 ,0.3,1.0793030107,2.67967677326,0.0394263105803,-12.1194941659,0.0392946209417,-12.2167540078,0.482057646967,-155.832659235,49.8854684414,-0.0184318908075,
 ,0.32,1.07807627203,3.45688924133,0.0391470310042,-11.4997733148,0.0390162742002,-11.5970331567,0.486051705269,-155.165962434,49.8897379216,-0.0285115659233,
 ,0.34,1.07699435642,4.19766194909,0.0388918758887,-10.9132669926,0.0387619713401,-11.0105268345,0.489804867139,-154.517012003,49.8945480012,-0.0348786508722,
