Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),Phasor-10 Name(upto 16-char),Phasor-10 Type(v/c),Phasor-10 PHNMR(scaling),Phasor-11 Name(upto 16-char),Phasor-11 Type(v/c),Phasor-11 PHNMR(scaling),Phasor-12 Name(upto 16-char),Phasor-12 Type(v/c),Phasor-12 PHNMR(scaling),Phasor-13 Name(upto 16-char),Phasor-13 Type(v/c),Phasor-13 PHNMR(scaling),Phasor-14 Name(upto 16-char),Phasor-14 Type(v/c),Phasor-14 PHNMR(scaling),Phasor-15 Name(upto 16-char),Phasor-15 Type(v/c),Phasor-15 PHNMR(scaling),
Configuration Field Inputs,50,50,15,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,I10,c,100,I11,c,100,I12,c,100,I13,c,100,I14,c,100,I15,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Phasor-10 Magnitude,Phasor-10 Angle,Phasor-11 Magnitude,Phasor-11 Angle,Phasor-12 Magnitude,Phasor-12 Angle,Phasor-13 Magnitude,Phasor-13 Angle,Phasor-14 Magnitude,Phasor-14 Angle,Phasor-15 Magnitude,Phasor-15 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.00838101101,-33.3035201175,1.96503057385,152.350294712,1.80558774113,-47.9733363219,6.09026660215,-38.878511411,18.1427764222,143.326341387,3.26013730626,160.001530995,0.0209016959133,1.79900562179,5.60352580945,161.895341399,0.0677220238579,-41.0118915543,0.211190827929,-35.2750660443,0.172434219612,-61.8083442915,0.0400617205077,-48.141491845,0.215181746262,127.847049596,0.882116325596,149.187164458,0.0500600754803,131.080076676,50.0000009885,4.40600457649,
 ,0.02,1.0083810072,-33.3035204968,1.96503064859,152.350295186,1.80558771169,-47.9733360316,6.09026703354,-38.8785126739,18.1427766301,143.326340533,3.26013737483,160.001530652,0.0209016480399,1.79909989303,5.60352598899,161.895341227,0.0677221912071,-41.0118715048,0.211190820488,-35.2750643162,0.172434220737,-61.8083449733,0.0400617196665,-48.1414912382,0.215181763661,127.847049146,0.882116349822,149.187164128,0.0500600764126,131.080076375,50.0000003917,1.62088130442,
 ,0.04,1.00838100506,-33.3035205539,1.96503076223,152.35029648,1.80558770078,-47.973335767,6.09026707926,-38.8785126478,18.1427760087,143.326339415,3.26013749121,160.001531007,0.0209016296455,1.79913108812,5.60352633784,161.895342003,0.0677222193487,-41.0118667823,0.211190827861,-35.2750637884,0.172434221642,-61.8083450264,0.0400617193377,-48.1414908372,0.215181787303,127.8470502,0.882116389229,149.187164635,0.0500600768972,131.080076329,50.0000001487,0.596290037541,
 ,0.06,1.00838100242,-33.3035205832,1.96503094269,152.350298597,1.80558768758,-47.9733354048,6.09026705967,-38.878512411,18.1427749616,143.326337781,3.26013768052,160.00153172,0.0209016101709,1.7991614397,5.60352689923,161.895343365,0.0677222264451,-41.0118643861,0.211190841981,-35.2750633528,0.172434222789,-61.8083449763,0.0400617188988,-48.1414903005,0.215181824593,127.847052207,0.882116452369,149.187165601,0.0500600775626,131.080076352,50.0000000571,0.219363270604,
 ,0.08,1.0083809989,-33.3035205742,1.9650311872,152.350301499,1.8055876722,-47.9733348934,6.09026703092,-38.8785120701,18.1427735728,143.326335658,3.26013794074,160.00153276,0.0209015854444,1.79919915013,5.60352765617,161.895345249,0.0677222331115,-41.0118615238,0.211190863139,-35.2750628503,0.172434224486,-61.8083448658,0.0400617183294,-48.1414895485,0.215181874952,127.84705499,0.882116537887,149.187166966,0.0500600784037,131.080076401,50.0000000198,0.0806994143028,
 ,0.1,0.994569494043,-33.3563712828,1.9107949972,165.131831738,1.79109994543,-46.3474768767,6.05859481359,-37.5036059682,18.0419278647,142.484441403,3.24456184706,159.164775308,0.0265477181232,16.6146413529,5.57263405855,163.482147623,0.0673595528283,-31.9763986166,0.212486156055,-29.0736897663,0.170918552011,-60.7921396217,0.0399393696855,-45.8738797392,0.220240620931,122.856701037,0.880293470896,147.485173054,0.0504208131526,129.312095553,50.0039400814,0.0194209057024,
 ,0.12,0.994301815846,-33.31442179,1.92192803757,165.383049267,1.79374021579,-46.2989205529,6.06562167353,-37.4658539965,18.0105587602,142.453053554,3.24414138451,159.185550992,0.0265579542273,16.701185603,5.59136080915,163.582283449,0.0677539221814,-31.8621083853,0.2137551914,-29.0138682481,0.171059826728,-60.749187518,0.0400233428778,-45.8312385616,0.219329251231,122.697280264,0.878967715486,147.466245096,0.0503441535521,129.261051173,49.9976556487,0.0369915183226,
 ,0.14,1.00742698131,-33.1686438127,2.00442500539,153.355082364,1.81393405524,-47.7988241236,6.11330956658,-38.7465467041,18.0598397247,143.241699014,3.25891575299,160.05671571,0.0214111393043,1.30859259073,5.66565312877,162.208132148,0.0692933265048,-40.3927354195,0.215231681319,-34.9257069104,0.172880626805,-61.6612130473,0.0403309072643,-47.9742953201,0.212076395818,127.34927029,0.877753040142,149.122784789,0.049807708801,130.909674964,49.9872284592,0.0534200945269,
 ,0.16,1.00711120312,-33.0954747327,2.02413584136,153.574778792,1.8186228903,-47.7283111666,6.12652038832,-38.6992861174,18.0349713132,143.214691607,3.26085711773,160.107716981,0.0218497710369,0.1579422353,5.70758345738,162.359340785,0.0704319676343,-40.1677413743,0.217393297808,-34.8281539724,0.173143220897,-61.5970207463,0.040477589998,-47.9169213855,0.21035743612,127.149421899,0.875568175493,149.114534558,0.0496680892969,130.842916188,49.9885845621,0.0157528879677,
 ,0.18,1.00665697933,-32.9919983702,2.0457512702,153.927125244,1.82511843942,-47.626971324,6.14472495842,-38.62825917,18.0040601579,143.201210216,3.26153573325,160.174134305,0.0224072633678,-0.983871510887,5.74946829783,162.547105421,0.0718111075908,-39.8786417301,0.220442030508,-34.6884600069,0.173509394482,-61.5051474886,0.0406847488162,-47.8346361094,0.207936242479,126.857247731,0.872437918525,149.100921025,0.049471002216,130.74648588,49.9865562214,0.0164768367018,
