Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),
Configuration Field Inputs,50,50,3,0,0,15,V1,v,10000,I2,c,100,I3,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.05668882238,-14.7182344463,0.168560434674,-11.4417352727,0.101021872789,-14.6629678503,49.9999983954,2.13641885116,
 ,0.02,1.05668881177,-14.7182331553,0.168560432981,-11.4417339817,0.101021871775,-14.6629665593,49.9999993057,0.785940289024,
 ,0.04,1.0566888084,-14.718232104,0.168560432443,-11.4417329304,0.101021871452,-14.662965508,49.9999996496,0.289129703239,
 ,0.06,1.05668880554,-14.7182305869,0.168560431988,-11.4417314133,0.101021871179,-14.6629639909,49.9999997342,0.10636451053,
 ,0.08,1.0566888025,-14.7182285448,0.168560431503,-11.4417293712,0.101021870889,-14.6629619487,49.9999997191,0.039129415809,
 ,0.1,0.605677351573,-10.5232121856,0.0966161801761,-7.24671301203,0.0579041427012,-10.4679455896,49.3742268949,2.65156402517,
 ,0.12,0.601672437404,-10.0099311841,0.0959773259942,-6.73343201051,0.0575212637295,-9.95466458809,49.711331056,-0.596832598709,
 ,0.14,1.04299337793,-13.1733976218,0.166375770635,-9.89689844821,0.0997125569166,-13.1181310258,50.1161307956,-2.0161273939,
 ,0.16,1.04507845289,-12.8060928697,0.166708376729,-9.52959369612,0.099911894861,-12.7508262737,50.0107473047,-0.227139139053,
 ,0.18,1.0442206567,-12.2218929981,0.166571543165,-8.94539382452,0.09982988758,-12.1666264021,49.9548130341,0.178975526019,
