Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),
Configuration Field Inputs,50,50,7,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,0.966999963333,-5.05347412765,0.0190636436106,45.2518555052,0.0191422727074,45.2546284474,0.0673914259974,120.541900965,1.07244557122,76.5353947714,0.106858798496,39.3264218041,0.0268902991708,127.183823917,49.9999989066,0.677839776815,
 ,0.02,0.966999961612,-5.05347343923,0.0190636419165,45.2518582663,0.0191422710062,45.2546312076,0.0673914260637,120.54190723,1.0724455585,76.5353961145,0.106858783621,39.3264253515,0.0268902995232,127.183824055,49.9999995347,0.249360431564,
 ,0.04,0.966999961293,-5.05347210652,0.019063641741,45.2518580233,0.0191422708298,45.2546309655,0.0673914247035,120.541909294,1.07244553915,76.5353997982,0.106858781799,39.3264259766,0.0268903034979,127.183833299,49.999999706,0.0917338270678,
 ,0.06,0.966999961256,-5.05346995174,0.0190636419245,45.2518569766,0.0191422710139,45.2546299206,0.0673914226091,120.541910755,1.07244550992,76.5354057436,0.106858782063,39.3264262742,0.0268903100645,127.183848847,49.9999996967,0.0337470783792,
 ,0.08,0.966999961279,-5.05346696848,0.019063642358,45.251855327,0.0191422714489,45.2546282736,0.0673914198044,120.541912007,1.07244547185,76.535413705,0.106858783489,39.3264264733,0.026890318705,127.183869533,49.9999996206,0.0124152544294,
 ,0.1,0.863157505984,-3.06747820116,0.0265060349693,-91.7025253934,0.0266157056603,-91.6834742691,0.0861748128341,-135.832000456,0.947828079155,72.7388489654,0.337631807745,-95.9127666737,0.0554457371403,83.7195512151,49.8100255773,0.787174517606,
 ,0.12,0.862080691657,-2.81569246757,0.0269491177187,-92.6359897384,0.0270606319739,-92.617210409,0.0913358626391,-135.738558054,0.945666371902,72.799753697,0.33878322001,-96.0120623934,0.0557218024338,83.1134421469,49.9059831349,-0.147508382034,
 ,0.14,0.964015524065,-4.20872485484,0.016751694681,48.8686051798,0.0168204396906,48.8701373944,0.0679395241895,132.423846986,1.06487776531,76.8893753451,0.0918264104317,43.6680453358,0.02538137377,122.015852924,50.0763959447,-0.773182859687,
 ,0.16,0.964400346172,-3.83688989735,0.0169198185333,49.7577605842,0.0169891935777,49.7595847088,0.0693109264846,132.780720688,1.06592630929,77.0659229756,0.0931995440231,44.8511680098,0.0249044086965,121.864341061,49.9953006788,0.100382088363,
 ,0.18,0.964201472046,-3.38760728764,0.0166493472581,51.250964719,0.0167175026043,51.2528069717,0.0707640052461,134.778758397,1.06531270931,77.2963457579,0.0910796295431,46.8620590916,0.0243171639697,120.787320272,49.9591082829,0.206209713892,
 ,0.2,0.963920984577,-2.92009173562,0.0163576252083,52.7106627004,0.0164244768018,52.7125214256,0.0721098105197,136.804427328,1.06452892095,77.5512437246,0.0888460786763,48.8882026702,0.0237905990184,119.681163666,49.9439726755,0.146865386997,
 ,0.22,0.963623824563,-2.43867390087,0.0160882276983,54.0784240354,0.0161538786729,54.0803153322,0.073329550678,138.676519286,1.0637503115,77.8303818325,0.0868028497514,50.8456172918,0.0233367530813,118.66899255,49.9370720683,0.0867924847039,
 ,0.24,0.963327126794,-1.94352158705,0.0158507933127,55.3293565442,0.0159153889025,55.3312989268,0.0744044820642,140.361350839,1.06303044361,78.1342861727,0.085004574074,52.6948778664,0.0229547078402,117.797094816,49.9332834547,0.0502533566653,
 ,0.26,0.963039906561,-1.43469730618,0.0156502072478,56.4408750989,0.0157139142697,56.4428870155,0.0753138442875,141.847529605,1.06240778164,78.4623803268,0.0834759217728,54.3994149538,0.0226404466975,117.094619982,49.9306743312,0.0313281085808,
 ,0.28,0.962768164675,-0.912516880032,0.0154896368283,57.39362618,0.0155526361638,57.3957245327,0.076039167263,143.130483885,1.0619166545,78.8129894957,0.0822300515741,55.9261153789,0.0223879542754,116.578032041,49.9285399002,0.0221365086102,
