Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),
Configuration Field Inputs,50,50,6,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,0.969999504793,4.47931590334,1.70778162496,27.8813402573,0.547208394204,33.2395600633,1.3306856516,23.2370162765,0.272606501048,30.69149538,0.0486285876188,30.2263631055,50.0000034856,-0.60287996781,
 ,0.02,0.969999503,4.47931667715,1.70778151461,27.8813406379,0.547208368213,33.2395610111,1.3306855371,23.2370167637,0.272606488522,30.6914967265,0.0486285933099,30.2263611783,50.0000012229,-0.221776730208,
 ,0.04,0.969999506713,4.47931702634,1.70778141318,27.8813417061,0.547208320947,33.2395629141,1.33068545753,23.2370176696,0.272606425604,30.6915013009,0.0486285975383,30.2263572397,50.000000419,-0.0815833747773,
 ,0.06,0.969999513448,4.47931747854,1.70778126607,27.8813434779,0.547208248018,33.2395659297,1.33068534631,23.2370191406,0.272606321782,30.6915087817,0.048628603495,30.2263509915,50.0000001133,-0.0300114217135,
 ,0.08,0.969999522725,4.47931811558,1.70778107298,27.8813459238,0.54720815038,33.2395700452,1.33068520094,23.2370211854,0.27260618089,30.6915189839,0.048628611097,30.2263427549,49.9999999842,-0.011039975263,
 ,0.1,0.644881791247,14.5154457432,2.13627964895,-58.4845643562,0.410877922013,-30.0855595483,1.62450948576,-60.6882478277,0.399592230889,50.6324749639,0.146957462092,65.6251851745,48.729796765,5.11685971644,
 ,0.12,0.644025305721,15.2143684639,2.14229001911,-57.7440633217,0.412997566121,-29.2084625627,1.62691020761,-60.351384759,0.404271096876,50.8156307819,0.148781681474,65.4459458051,49.4562196218,-1.45234352674,
 ,0.14,0.963033488238,6.58302274475,1.69275547673,28.374889541,0.546956329831,34.3640709338,1.303127426,23.8830554202,0.288947524843,32.1280325372,0.0573543886744,31.1261087636,50.3839746006,-4.46816000787,
 ,0.16,0.962078589996,7.5047184291,1.74300539059,29.0528098218,0.556884147133,35.0888080658,1.34675829487,24.6628569311,0.293829074591,33.0677336053,0.0599084588708,31.7037866508,50.0658393891,-0.146415049729,
 ,0.18,0.960135730904,8.5814024074,1.77378922105,29.6852284082,0.563587586012,35.8524379653,1.36814662365,25.4051331666,0.300232811259,34.0278133135,0.0632146428787,32.3889775199,49.9330015117,0.564515117353,
 ,0.2,0.958124964137,9.65166253795,1.80194242877,30.3101576393,0.569689331841,36.6119974777,1.38699531013,26.1372538965,0.30612779005,35.0202769714,0.0661964150782,33.2113531631,49.8825535335,0.441076497299,
 ,0.22,0.956180816088,10.6961593303,1.82825610304,30.9367755126,0.575294200857,37.3650510998,1.40466070302,26.8612605722,0.31120951874,36.0380266974,0.0686771959035,34.1567292061,49.8654610071,0.240027302247,
 ,0.24,0.954356288973,11.7059282332,1.85249767749,31.5635656607,0.580340814659,38.1075414219,1.42108891352,27.5742431693,0.315325259006,37.0736848865,0.0705624076008,35.2165706979,49.8619880512,0.102327764253,
 ,0.26,0.952691124218,12.6734830607,1.87439240481,32.1869419518,0.584761168749,38.8349131032,1.43612119821,28.2723635825,0.31835993222,38.1201015996,0.0717821198671,36.3859507055,49.8643890079,0.0240012411044,
 ,0.28,0.951218875032,13.592336221,1.89368192126,32.8031020998,0.588493409695,39.5428903788,1.44959411853,28.9517545171,0.320230498082,39.1703566927,0.0722887135624,37.6628429568,49.8695928109,-0.0181552447688,
 ,0.3,0.949967482668,14.4569728011,1.91013736685,33.4084584012,0.591485563563,40.227686881,1.46135348457,29.6088271222,0.320886477807,40.2178737444,0.0720574752417,39.0482875816,49.8763343362,-0.0410731796432,
 ,0.32,0.9489589619,15.2628583708,1.92356702863,33.9998049344,0.593697526585,40.8860959463,1.47125965972,30.2404311601,0.320310233695,41.2565341878,0.0710869639467,40.5468198279,49.8840426179,-0.0542067484497,
 ,0.34,0.948209032963,16.0064560035,1.93382053766,34.574422668,0.595102130112,41.5155529777,1.47919055935,30.8439647278,0.318516681094,42.2807455732,0.0693989548366,42.1670593654,49.892411638,-0.0622642474775,
 ,0.36,0.947726913618,16.6852398733,1.94079134263,35.1301556965,0.595685741474,42.1141797598,1.48504398778,31.417459458,0.315552391024,43.2854510836,0.0670379101752,43.9224587075,49.9012358704,-0.0674443274009,
 ,0.38,0.947515329251,17.2976981945,1.9444185288,35.6654629897,0.595448637952,42.6808091489,1.48874004265,31.9596461342,0.311494079964,44.266076744,0.064069961688,45.832200744,49.9103483497,-0.0707354148943,
 ,0.4,0.947570737552,17.8433225256,1.94468843209,36.1794446895,0.594405245479,43.2149879187,1.49022383198,32.4699981655,0.306446504633,45.2184145821,0.0605814034969,47.9221782009,49.9195982901,-0.0725775719085,
 ,0.42,0.947883736961,18.322582647,1.94163614125,36.6718411073,0.592584255984,43.7169558514,1.48946848672,32.9487480013,0.300539787351,46.1384402892,0.0566766896468,50.225864748,49.9288438462,-0.0731762994784,
 ,0.44,0.948439616746,18.7368871837,1.93534679099,37.1430028695,0.590028595456,44.1875993526,1.48647830866,33.3968715997,0.293926200223,47.02206536,0.0524759010957,52.7846449581,49.9379505832,-0.0726444426447,
 ,0.46,0.949219004085,19.0885305373,1.92595644686,37.5938314732,0.586795191245,44.6283781603,1.48129181321,33.8160373743,0.286776441012,47.8648280897,0.0481115815913,55.6467209646,49.9467920268,-0.0710639924449,
 ,0.48,0.950198566472,19.3806268488,1.91365233408,38.0256906684,0.58295447622,45.0412244055,1.4739843856,34.2085180882,0.279275444897,48.6615367641,0.0437247194082,58.8629537303,49.9552509083,-0.0685119890441,
 ,0.5,0.951351734123,19.6170317828,1.89867215032,38.4402905177,0.578589568385,45.4284146118,1.46467025803,34.5770666298,0.27161779649,49.4058930929,0.0394594569075,62.4769095519,49.9632205824,-0.0650708028839,
 ,0.52,0.952649415351,19.8022529949,1.88130222366,38.8395476536,0.573795077449,45.7924173389,1.45350353198,34.9247592647,0.264002835592,50.0901445988,0.0354558810023,66.5053631101,49.9706064272,-0.0608317773981,
 ,0.54,0.954060686667,19.9413502448,1.86187432601,39.2254271084,0.568675512917,46.1357220191,1.44067801221,35.254812636,0.256629585119,50.7048393604,0.0318401982181,70.9060225645,49.9773271523,-0.0558960910981,
 ,0.56,0.955553447596,20.0398262857,1.84076102601,39.5997730486,0.563343298085,46.4606578889,1.42642568386,35.5703833289,0.249691664011,51.2387797988,0.0287122847253,75.5343122365,49.9833159808,-0.0503744299333,
 ,0.58,0.957095036851,20.1035099018,1.81836955803,39.9641376883,0.557916425903,46.769215264,1.41101374679,35.8743611056,0.243372371864,51.6792843611,0.0261328294848,80.1032566024,49.9885216776,-0.0443860780637,
