Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),
Configuration Field Inputs,50,50,6,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.01399928097,1.34194563836e-05,0.168207582314,25.6247594532,1.17266539578,24.8412915874,0.135139369617,19.9206875923,0.272606501048,-149.30850462,0.0407098106549,-137.907700868,50.0,0.0,
 ,0.02,1.01399927778,1.44085651607e-05,0.168207570403,25.6247593514,1.17266534006,24.8412923818,0.135139356236,19.9206875239,0.272606488522,-149.308503274,0.0407097889187,-137.907679006,50.0,0.0,
 ,0.04,1.01399927623,1.59577837102e-05,0.168207573012,25.6247598084,1.17266530526,24.8412939576,0.135139357464,19.9206881363,0.272606425604,-149.308498699,0.0407097423377,-137.907627292,50.0,0.0,
 ,0.06,1.01399927436,1.83954891808e-05,0.168207580109,25.6247606592,1.17266526276,24.8412964543,0.135139362259,19.9206892303,0.272606321782,-149.308491218,0.0407096681069,-137.90754432,50.0,0.0,
 ,0.08,1.01399927198,2.17288139749e-05,0.168207590649,25.6247618701,1.17266520903,24.8412998668,0.135139369537,19.9206907884,0.27260618089,-149.308481016,0.0407095685838,-137.907432896,50.0,0.0,
 ,0.1,0.731349371727,6.33707529507,0.351689317916,-72.7428967273,1.38831502771,-62.8607947298,0.266742769364,-74.2220991048,0.399592230889,-129.367525036,0.178369365048,78.2259024514,50.0,0.0,
 ,0.12,0.7307544139,6.87609237431,0.352488033708,-72.2206428253,1.39071017269,-62.2949971108,0.267479220729,-74.0385480632,0.404271096876,-129.184369218,0.179920688724,77.5428382277,50.0,0.0,
 ,0.14,1.008947161,1.7823402679,0.162285889799,25.3574661222,1.1466932213,25.5622196223,0.128610780475,19.7329438677,0.288947524843,-147.871967463,0.028066357602,-123.130324569,50.0,0.0,
 ,0.16,1.0088551263,2.62306249111,0.168105966884,25.9952337438,1.16847927488,26.2082721967,0.133819712999,20.5683806743,0.293829074591,-146.932266395,0.0253395917032,-114.627670838,50.0,0.0,
 ,0.18,1.00784656252,3.58297769643,0.170877242464,26.4597142922,1.17841981254,26.8419929096,0.135701968995,21.1822573304,0.300232811259,-145.972186686,0.0223048337032,-102.377977278,50.0,0.0,
 ,0.2,1.00673782835,4.54574370509,0.173432922435,26.9001010761,1.18750044258,27.4592632395,0.137341585759,21.767856823,0.30612779005,-144.979723029,0.0203843994277,-89.2148272114,50.0,0.0,
 ,0.22,1.00563230353,5.49831831773,0.175953823674,27.3422707762,1.19650264124,28.0660822747,0.138978182603,22.3457658465,0.31120951874,-143.961973303,0.0194455359317,-77.1735635046,50.0,0.0,
 ,0.24,1.00456175256,6.43471312546,0.178443423417,27.7905867733,1.20548182321,28.6623979763,0.140630094726,22.918781907,0.315325259006,-142.926315113,0.0190135615937,-67.8907268717,50.0,0.0,
 ,0.26,1.0035478577,7.34966693482,0.180890007278,28.2456175039,1.21441316299,29.2469572538,0.142294293019,23.4870780201,0.31835993222,-141.8798984,0.0185888738608,-62.1940897978,50.0,0.0,
 ,0.28,1.00260883176,8.23829270408,0.183275691641,28.7070207606,1.22323635103,29.8185524948,0.143961015497,24.050069561,0.320230498082,-140.829643307,0.0178467280316,-60.5158461515,50.0,0.0,
 ,0.3,1.00176027786,9.0960377181,0.185578126358,29.1740551858,1.23186569284,30.3762157256,0.145615615925,24.6067897847,0.320886477807,-139.782126256,0.0167403023496,-63.5180766429,50.0,0.0,
 ,0.32,1.00101521487,9.91868141232,0.187771616902,29.6457068498,1.24019597233,30.9192210721,0.147239330696,25.1560184427,0.320310233695,-138.743465812,0.0156031298202,-72.3374264989,50.0,0.0,
 ,0.34,1.00038398704,10.7023547747,0.189827935518,30.1207558322,1.24810665322,31.4470623477,0.148809845781,25.6963629727,0.318516681094,-137.719254427,0.0152662497087,-87.5220950707,50.0,0.0,
 ,0.36,0.999874239401,11.4435704993,0.191717040154,30.5978425501,1.25546572991,31.9594350353,0.150301876964,26.2263441643,0.315552391024,-136.714548916,0.0168360426202,-106.014763458,50.0,0.0,
 ,0.38,0.999491004488,12.1392570422,0.19340783425,31.0755428477,1.26213386229,32.456226984,0.151687854048,26.7444962191,0.311494079964,-135.733923256,0.0208383263529,-121.949794705,50.0,0.0,
 ,0.4,0.999236890907,12.7867929152,0.194869015309,31.5524481515,1.26796897906,32.9375165957,0.152938734643,27.2494746529,0.306446504633,-134.781585418,0.0269198771375,-132.825143359,50.0,0.0,
 ,0.42,0.999112339662,13.3840390951,0.196070012891,32.0272437167,1.27283130322,33.4035752816,0.15402493883,27.7401599466,0.300539787351,-133.861559711,0.0344632069462,-139.600238588,50.0,0.0,
 ,0.44,0.999115904784,13.9293680439,0.196981993317,32.4987780393,1.27658863977,33.8548699494,0.154917377868,28.2157447982,0.293926200223,-132.97793464,0.0429435294707,-143.744318087,50.0,0.0,
 ,0.46,0.999244515061,14.4216880905,0.197578896856,32.966117929,1.2791217079,34.2920608541,0.15558853974,28.6757954949,0.286776441012,-132.13517191,0.0519412572945,-146.278838869,50.0,0.0,
 ,0.48,0.999493680643,14.8604620496,0.197838467598,33.4285855941,1.28032927452,34.7159902808,0.156013588208,29.1202816957,0.279275444897,-131.338463236,0.0610968562456,-147.81881451,50.0,0.0,
 ,0.5,0.999857620381,15.2457190609,0.197743234323,33.8857758649,1.28013284738,35.127658254,0.156171429129,29.5495727555,0.27161779649,-130.594106907,0.0700838985033,-148.729402191,50.0,0.0,
 ,0.52,1.00032930096,15.5780587412,0.197281401521,34.3375530586,1.27848071165,35.5281827351,0.156045697853,29.9644019841,0.264002835592,-129.909855401,0.0785988520201,-149.231802074,50.0,0.0,
 ,0.54,1.00090039531,15.8586468747,0.196447613121,34.7840278444,1.2753511412,35.9187434376,0.155625624761,30.3658025704,0.256629585119,-129.29516064,0.0863597673053,-149.463190773,50.0,0.0,
 ,0.56,1.00156118307,16.0892020336,0.195243556933,35.2255147932,1.2707546743,36.3005102134,0.154906742041,30.7550202273,0.249691664011,-128.761220201,0.0931091722503,-149.509697315,50.0,0.0,
 ,0.58,1.00230042754,16.2719727359,0.193678384988,35.6624712172,1.26473540443,36.6745586605,0.15389140324,31.1334080353,0.243372371864,-128.320715639,0.0986187861821,-149.424681387,50.0,0.0,
 ,0.6,1.00310527059,16.4097050071,0.191768932904,36.0954176405,1.25737128743,37.0417769099,0.152589096771,31.5023087579,0.237840133725,-127.987146315,0.102694831356,-149.238930873,50.0,0.0,
 ,0.62,1.00396118765,16.5056005229,0.18953972926,36.5248400683,1.24877350064,37.4027683784,0.151016544023,31.8629294165,0.233244462652,-127.773711731,0.105183286195,-148.966209145,50.0,0.0,
 ,0.64,1.00485204003,16.5632658372,0.187022792615,36.9510744462,1.23908490543,37.7577556681,0.149197580711,32.2162124786,0.229712531777,-127.691787095,0.105974709626,-148.605882869,50.0,0.0,
 ,0.66,1.00576025196,16.5866535263,0.184257218836,37.3741745614,1.22847766486,38.1064909957,0.147162825766,32.5627079046,0.227346357929,-127.749158986,0.105008424574,-148.14340763,50.0,0.0,
