Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),
Configuration Field Inputs,50,50,5,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,0.999999988327,7.26259713003,6.30802292621,46.524465522,6.25915729591,47.7520443542,6.10006612644,46.524465522,6.30655314288,47.7613413157,49.999998732,-1.00598372792,
 ,0.02,0.999999978966,7.26259863802,6.30802288166,46.52446668,6.25915725171,47.7520455121,6.10006608336,46.52446668,6.30655309834,47.7613424736,49.9999994084,-0.370083916976,
 ,0.04,0.999999974167,7.26260006794,6.30802292125,46.5244678334,6.25915729099,47.7520466655,6.10006612165,46.5244678334,6.30655313792,47.761343627,49.9999996533,-0.136147371532,
 ,0.06,0.999999970541,7.26260207694,6.30802296275,46.5244694729,6.25915733217,47.7520483051,6.10006616178,46.5244694729,6.30655317941,47.7613452665,49.9999996915,-0.0500859606324,
 ,0.08,0.99999996733,7.26260472887,6.3080230033,46.5244716591,6.2591573724,47.7520504913,6.10006620099,46.5244716591,6.30655321995,47.7613474527,49.999999649,-0.0184253626632,
 ,0.1,0.763009580181,14.5104310289,3.45261413987,-27.7031861432,3.42586817397,-26.4756073111,3.3387916957,-27.7031861432,3.45180967312,-26.4663103496,49.1759372111,3.58187685768,
 ,0.12,0.753241484159,15.9484818239,3.4931698253,-25.0334835236,3.46610969137,-23.8059046915,3.37801038051,-25.0334835236,3.49235590899,-23.79660773,49.5534236251,-0.45548477863,
 ,0.14,0.977956180058,10.0149719696,6.43208446196,47.7993431534,6.38225777854,49.0269219856,6.22003772146,47.7993431534,6.43058577202,49.0362189471,50.2901465231,-3.40700249091,
 ,0.16,0.981371401736,10.5458876088,6.45488487628,48.0004293634,6.40488156753,49.2280081956,6.24208647376,48.0004293634,6.45338087379,49.237305157,50.0577997233,-0.139721061016,
 ,0.18,0.981340836702,11.3944142133,6.47137941684,48.3759215564,6.42124833174,49.6035003886,6.25803723826,48.3759215564,6.46987157108,49.61279735,49.9483222324,0.459943455548,
