Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),
Configuration Field Inputs,50,50,6,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,0.999999733508,-9.68542395066,0.217602444302,60.8386465603,0.0139364322935,57.2554761375,0.0353245414057,27.3714841179,0.00123167181882,-11.4854524964,0.0145719140156,-10.9142500837,49.9999980487,1.33881777988,
 ,0.02,0.99999972247,-9.68542234325,0.217602399903,60.8386536478,0.0139364297237,57.2554814413,0.0353245399693,27.3714849213,0.00123167228677,-11.4854633936,0.0145719170655,-10.9142465779,49.99999915,0.492518372464,
 ,0.04,0.999999719143,-9.68542070581,0.217602399577,60.8386527492,0.0139364297729,57.2554804304,0.0353245410612,27.371484001,0.00123167155517,-11.4854924813,0.0145719194774,-10.9142463803,49.999999538,0.181185629634,
 ,0.06,0.999999715505,-9.68541820637,0.217602407783,60.8386496685,0.0139364303795,57.2554774765,0.0353245433308,27.3714822518,0.0012316703643,-11.4855380398,0.0145719230425,-10.9142466268,49.9999996041,0.0666542128412,
 ,0.08,0.999999710964,-9.68541480198,0.217602421265,60.8386450431,0.0139364313498,57.2554730853,0.035324546591,27.3714798167,0.00123166899986,-11.485596784,0.0145719278839,-10.9142470488,49.999999549,0.0245210188735,
 ,0.1,0.689270918685,-3.48325085525,0.522591781501,-96.4127948724,0.037452078567,-93.0044938217,0.0664457371498,-84.0249824788,0.00946449387581,15.1563932823,0.0393911433899,37.4785734173,49.2277696204,3.28311268688,
 ,0.12,0.686413921325,-2.6456769649,0.531019084308,-96.6166390984,0.0378488045575,-92.8648557897,0.066537813948,-83.0139303403,0.00990689495328,14.2117267566,0.0404582333068,36.6586075211,49.6291744229,-0.657272883363,
 ,0.14,0.990752633051,-7.63584952398,0.192982029549,63.4716211198,0.0125377923802,58.6187618577,0.0349965961401,26.6700987379,0.00258581290164,-14.0019017036,0.0184261831432,-8.44427632578,50.2224881983,-2.82659264456,
 ,0.16,0.992357212305,-6.92752550226,0.207931478641,60.7372652676,0.0134336358539,56.6300885305,0.0363877629357,26.0174660155,0.00305708830889,-15.329128674,0.0196022483171,-9.13259017748,50.0209247969,-0.0733317431715,
 ,0.18,0.991298779371,-5.96793963952,0.211768712862,59.9423713915,0.013700213423,55.8859878251,0.0372993843642,25.621127598,0.00375989174327,-15.1372103563,0.0212650408988,-8.91684171344,49.9260824143,0.415942930492,
 ,0.2,0.990035880233,-5.00642823249,0.214615460199,59.3828841148,0.0139119065633,55.3206021955,0.0381364019982,25.3277186096,0.00453403127214,-14.2358142735,0.0228886092074,-8.55988567342,49.8894618112,0.322328403201,
 ,0.22,0.988799573509,-4.06962358801,0.21715738475,58.9779264691,0.0141043587299,54.9031204562,0.0389126447684,25.1395084784,0.00536982103492,-12.8851014149,0.024409738433,-8.14135188391,49.8775264659,0.172428022315,
 ,0.24,0.987642970488,-3.1672661832,0.219350872925,58.7381090327,0.0142734669574,54.6448797189,0.039612400558,25.0589782822,0.0062631888301,-11.2607971789,0.0258010089865,-7.68413984853,49.8759734477,0.0685647496838,
 ,0.26,0.986600311579,-2.30689981085,0.221102366984,58.6740208323,0.0144127883689,54.5535026776,0.040219325738,25.0851609787,0.0072035068439,-9.50555610268,0.0270404115786,-7.20305996719,49.8790663633,0.00839537917092,
 ,0.28,0.985698677411,-1.49472305889,0.222325048197,58.7922012628,0.0145164814046,54.6328949306,0.040719315076,25.2151501483,0.00817219148977,-7.73337370867,0.0281096120407,-6.70924901033,49.8844671703,-0.024756642167,
 ,0.3,0.984958934452,-0.735597407368,0.222951333587,59.095786046,0.0145799662156,54.8841214468,0.0411013457141,25.4449877039,0.00914267165266,-6.02995948562,0.0289939901381,-6.21122568661,49.8911572328,-0.0431611722274,
 ,0.32,0.984395696468,-0.0330143218463,0.222939562008,59.585250258,0.0146003004811,55.3061012848,0.0413579539332,25.7702271819,0.0100811875507,-4.45445568979,0.029682784,-5.71544052556,49.8986256229,-0.0536911457261,
 ,0.34,0.984017220798,0.61092704484,0.222277639942,60.2589440414,0.0145763911966,55.8961240389,0.0414854981208,26.1862930986,0.0109484063541,-3.04292292278,0.0301692345395,-5.22663496386,49.9065555867,-0.05977717564,
 ,0.36,0.983825467008,1.19551633266,0.220984399817,61.1133127354,0.0145090783513,56.6501030971,0.0414842603878,26.6886662664,0.011701766234,-1.81296230974,0.0304507003746,-4.74811097949,49.9147058508,-0.063033434132,
 ,0.38,0.983816378398,1.72139502645,0.219109061298,62.1427510863,0.0144011119186,57.5625168021,0.0413584140339,27.2729106089,0.0122983713845,-0.768783203806,0.0305287250967,-4.28195784431,49.9228679298,-0.0642093714778,
 ,0.4,0.983980371439,2.19048387508,0.216728982531,63.3390865766,0.0142570331326,58.6260284033,0.0411158699632,27.9345548582,0.0126981995431,0.0937299274096,0.0304090446096,-3.8292586361,49.9308528476,-0.0636765247032,
 ,0.42,0.984302992083,2.60587575335,0.213945795945,64.6907275333,0.0140829655358,59.8308066465,0.0407680079287,28.6688423088,0.0128673537688,0.782113334531,0.0301015244463,-3.39028879152,49.9384889906,-0.0616591859386,
 ,0.44,0.984765697175,2.9716969155,0.210880015211,66.1815606512,0.0138863198935,61.1636033419,0.0403292954767,29.4703643452,0.0127810898541,1.30249321891,0.0296200175984,-2.96471443905,49.9456239145,-0.0583374013632,
 ,0.46,0.985346727461,3.29294066574,0.207664268719,67.7897471442,0.0136754194414,62.6066914817,0.0398167975818,30.332600746,0.012426375496,1.65449083915,0.0289821340359,-2.55179568045,49.9521272747,-0.053889832327,
 ,0.48,0.986022045567,3.57527814899,0.204435462905,69.4866425155,0.0134590583918,64.1368281359,0.039249583206,31.2474031376,0.0118037817254,1.82518192246,0.0282089146413,-2.15059739925,49.95789376,-0.0485092642191,
 ,0.5,0.986766312065,3.82485152063,0.201326396657,71.2361322929,0.0132460171164,65.7244696556,0.0386480416702,32.2044771433,0.0109285666941,1.78079391818,0.0273244052078,-1.76020639474,49.9628455703,-0.0424058959044,
 ,0.52,0.987553864656,4.04805533582,0.198457594671,72.9947010963,0.0130445705373,67.3335092572,0.0380331315716,33.1909410264,0.00983088742965,1.45347444078,0.0263551305762,-1.37994796501,49.9669342241,-0.0358051194766,
 ,0.54,0.988359652721,4.2513126101,0.195930321332,74.7124978373,0.012862038461,68.9217975233,0.0374255967103,34.1910582134,0.00855517886906,0.71734742198,0.025329474626,-1.00958725295,49.9701415729,-0.028942671644,
 ,0.56,0.989160068229,4.4408525109,0.1938217698,76.3355067459,0.0127044325739,70.4426188301,0.0368451944963,35.1862495286,0.00715891147887,-0.65968555762,0.0242769781079,-0.649491207769,49.9724799389,-0.0220584119698,
 ,0.58,0.989933611209,4.62249686901,0.192183203317,77.8087046011,0.0125762490719,71.8471297614,0.0363099889562,36.1554788923,0.00571130372812,-3.1228553666,0.0232275723838,-0.300717608833,49.9739913284,-0.0153893754115,
 ,0.6,0.990661338858,4.80146253512,0.19104134112,79.0798478107,0.0124804355702,73.0875554725,0.0358357590486,37.0760668194,0.00429355178267,-7.59087683331,0.0222107722716,0.0350081593919,49.9747457179,-0.00916255988696,
 ,0.62,0.991327073616,4.98218607297,0.190402622965,80.1033772622,0.0124185283497,74.1207537112,0.0354355611934,37.9249194077,0.00300529081758,-16.1307117991,0.0212548548413,0.355464117128,49.9748384541,-0.00358783813904,
 ,0.64,0.9919173836,5.16817652497,0.190259338126,80.8439131803,0.0123909191775,74.911660762,0.0351194632656,38.6800767576,0.0019908244708,-33.3969000316,0.0203860530006,0.658265309443,49.9743868394,0.0011487061163,
 ,0.66,0.992421390436,5.36190118887,0.190596168244,81.2789291663,0.0123971810856,75.436158493,0.03489444005,39.3224034358,0.00147549465507,-64.2726407444,0.0196277931674,0.941331654802,49.9735259938,0.00489083941527,
 ,0.68,0.992830494006,5.56470859961,0.191395603882,81.4003761754,0.0124363694412,75.6830229826,0.034764394614,39.8371882319,0.00152004451772,-94.8620017129,0.0190000055753,1.20339892421,49.972404082,0.00751755851815,
 ,0.7,0.993138120463,5.77679215571,0.192640975641,81.2151907597,0.0125072229565,75.6547742837,0.0347302543441,40.2154101254,0.00174334197513,-110.47098274,0.0185185340565,1.44441888953,49.9711770042,0.0089477246045,
 ,0.72,0.993339592979,5.99719686702,0.194316414073,80.7447208852,0.012608216893,75.3673898109,0.0347900902113,40.4544691876,0.00184402995503,-115.040262791,0.018194669549,1.66566870021,49.9700026729,0.0091437950883,
 ,0.74,0.993432193546,6.22387031172,0.196403779494,80.0231466903,0.0127374602352,74.8489504621,0.0349392237718,40.5582673737,0.00173840808527,-111.428234251,0.0180348277561,1.8694398031,49.9690350443,0.00811434261859,
 ,0.76,0.993415434621,6.45375697135,0.198877321538,79.0950092792,0.0128924698909,74.137372154,0.0351703132818,40.5366349877,0.00148543323914,-97.0812026103,0.0180403858639,2.05831253963,49.9684181394,0.00591492643615,
 ,0.78,0.993291501676,6.68293277159,0.201697379721,78.0120305972,0.0130698877429,73.2774577838,0.0354734389178,40.4042084581,0.00136036718038,-66.1199333939,0.0182076857614,2.23419638616,49.968280345,0.00264687816208,
 ,0.8,0.993065773931,6.90677421322,0.204804690057,76.8295154825,0.0132652225759,72.3175888276,0.0358362278369,40.1789497116,0.00179382455455,-31.6101448191,0.018528202441,2.39743657604,49.9687293099,-0.00154627280027,
 ,0.82,0.992747292397,7.12015436393,0.208116752823,75.6027316359,0.0134726948665,71.3064375917,0.0362440662739,39.8805398894,0.00275894388636,-12.1623411547,0.0189888676725,2.54628078988,49.9698477328,-0.00648470673392,
 ,0.84,0.992349030939,7.31765659241,0.211527275601,74.3837034044,0.0136852401706,70.29008455,0.0366804369665,39.5288745587,0.0040028096476,-2.71096641005,0.0195725323069,2.67686554266,49.9716902663,-0.0119601750324,
 ,0.86,0.991887842108,7.49379647162,0.214909066015,73.2187912901,0.0138946935859,69.3098497029,0.0371273998831,39.1428400604,0.00536886152019,2.2564659151,0.0202585465402,2.78369753795,49.9742816601,-0.0177451523173,
 ,0.88,0.991383994361,7.64324271472,0.218120095775,72.1472702135,0.0140921432544,68.4010051472,0.0375662093445,38.7394769208,0.00675264152437,5.06971792178,0.0210234357772,2.86046366383,49.9776161574,-0.0236024915209,
 ,0.9,0.990860284,7.76102906458,0.221011957086,71.2009186249,0.0142684136934,67.5923691301,0.037978038024,38.3335561447,0.00806933193293,6.72072940625,0.02184164928,2.90095278384,49.9816580698,-0.029294859136,
 ,0.92,0.990340781495,7.84275036189,0.223439670176,70.4044525899,0.014414624537,66.9066374003,0.0383447626575,37.9375253581,0.0092463063492,7.67684900767,0.0226863585127,2.8999026545,49.9863434035,-0.0345934363486,
 ,0.94,0.989849342106,7.88473724169,0.225271770532,69.7765281585,0.0145227670837,66.3612173421,0.0386497592665,37.5617351161,0.0102230585956,8.17744210691,0.0235302815781,2.85365488264,49.991582393,-0.0392856260872,
 ,0.96,0.989408059762,7.88420489075,0.22639973693,69.3310010527,0.0145862467086,65.9693006273,0.0388786564583,37.2148340847,0.010952915247,8.35040874869,0.0243465095491,2.76057121548,49.9972628046,-0.0431817053588,
 ,0.98,0.989035859978,7.83937205582,0.226746028772,69.0781568631,0.0146003493952,65.7409272691,0.03902000166,36.9042216808,0.0114047792317,8.26232588902,0.0251093102905,2.62121552771,50.0032538818,-0.0461204520433,
 ,1.0,0.988747408448,7.74954715308,0.22627021137,69.0256791305,0.0145626016767,65.6838364338,0.0390658043866,36.6364612783,0.0115642634712,7.94161489239,0.0257948859109,2.43833439529,50.0094108091,-0.0479737687856,
 ,1.02,0.98855246085,7.61517901614,0.224972818788,69.1791831505,0.014473002771,65.8039485734,0.0390119306002,36.4175791335,0.0114339612385,7.38962290808,0.0263820613398,2.21668045711,50.0155795646,-0.0486502862688,
 ,1.04,0.988455707343,7.43787057585,0.222896722756,69.5421983055,0.0143341147437,66.1053695835,0.0388583313718,36.2531983543,0.0110327736716,6.5857020905,0.0268528834484,1.96272385511,50.0216020283,-0.048097919079,
 ,1.06,0.988457086956,7.22035455157,0.220125852912,70.1155321619,0.0141510013911,66.5898507856,0.0386090966277,36.1484805097,0.0103943153714,5.48892216227,0.0271931122753,1.68429327184,50.0273212165,-0.046305392802,
 ,1.08,0.988552477884,6.96643099464,0.216781174974,70.8960063035,0.0139310104138,67.2556867057,0.038272330766,36.1078690622,0.00956449015465,4.03767539632,0.0273925880865,1.39018256311,50.0325865304,-0.0433028281181,
 ,1.1,0.988734622353,6.68086727151,0.213013919523,71.8746327923,0.0136833983351,68.096098701,0.0378598520295,36.1346494827,0.00859838225711,2.14813051956,0.0274454603238,1.08975312693,50.0372589185,-0.0391614929187,
 ,1.12,0.988994126358,6.36926191057,0.208996213,73.034414841,0.0134188059789,69.0972486476,0.037386722835,36.2303621806,0.0075566372527,-0.286747188341,0.0273502674628,0.792556437493,50.041215862,-0.0339927698522,
 ,1.14,0.989320386269,6.0378748175,0.204909538075,74.3481057735,0.0131486065538,70.2361560315,0.0368706250026,36.394127552,0.00650149046812,-3.39329672653,0.0271098609526,0.507995708931,50.0443560647,-0.0279462425984,
 ,1.16,0.989702330555,5.69342779027,0.200931856962,75.7764191306,0.0128841695171,71.4789359963,0.0363311027797,36.6219674873,0.00549250734171,-7.29808354347,0.026731172138,0.245040450229,50.046603693,-0.0212066474627,
 ,1.18,0.990128916146,5.34288099198,0.197224718233,77.2672863056,0.0126361093594,72.7798873822,0.0357887076314,36.9062320523,0.00458192075595,-12.0730322251,0.0262248282507,0.0120027086473,50.0479119592,-0.0139893610602,
 ,1.2,0.990589373687,4.99319285329,0.193922093032,78.7567194029,0.0124136125128,74.0819657948,0.035264090626,37.2352578323,0.00380933790691,-17.6167096079,0.0256046315841,-0.183621014707,50.0482658161,-0.00653416708239,
 ,1.22,0.991073243772,4.65107244898,0.191122830604,80.1715915023,0.0122239465393,75.3190107104,0.0347770983095,37.5933864997,0.00319617852869,-23.4712785341,0.0248869238455,-0.335243041544,50.0476835353,0.000902732908822,
 ,1.24,0.991570279567,4.3227344063,0.188888274689,81.4342169211,0.0120722416598,76.4197500881,0.0343459328144,37.9614484389,0.00274249265647,-28.6833832341,0.0240898643701,-0.437218941217,50.0462169978,0.00805819582739,
 ,1.26,0.992070306112,4.0136666636,0.187245676861,82.4681426402,0.0119615897456,77.3131723826,0.0339864333286,38.3177601706,0.00243152997326,-31.9352590725,0.0232326555813,-0.484834468121,50.043950609,0.014672551556,
 ,1.28,0.992563122889,3.7284208972,0.186196762974,83.2042555174,0.0118934369033,77.9345024181,0.0337115221639,38.6395982639,0.00224417014519,-32.0500796356,0.0223347514567,-0.474261835104,50.0409988551,0.0205002447901,
 ,1.3,0.993038516917,3.47043433406,0.185729546498,83.5863094031,0.0118681723857,78.2308945318,0.033530835655,38.9050114675,0.00217365414972,-28.6525936224,0.0214150848714,-0.402506892469,50.0375026061,0.0253199927934,
 ,1.32,0.993486424005,3.24189020823,0.185830655456,83.5752516291,0.011885763333,78.1660925298,0.0334505325793,39.0947428515,0.00222483249854,-22.5744023046,0.0204913479342,-0.267371530235,50.0336243372,0.0289438846996,
 ,1.34,0.993897242787,3.04362251843,0.186495290578,83.1520953975,0.0119462698172,77.7235886638,0.033473248037,39.1939836263,0.00239584862212,-15.5058906467,0.0195793562127,-0.0674547417966,50.0295424732,0.0312250493002,
 ,1.36,0.994262276473,2.87506911691,0.187732456273,82.3193362313,0.0120501022827,76.908076813,0.033598146276,39.193689901,0.00266225844278,-8.9638115009,0.0186925233984,0.197790269842,50.0254450751,0.0320636978463,
 ,1.38,0.994574256156,2.73427550476,0.189564128853,81.1009538272,0.0121979455396,75.7451411939,0.0338210264481,39.0912649143,0.00297972341819,-3.62786654753,0.0178414676182,0.527937598251,50.0215230896,0.031411448606,
 ,1.4,0.994827889415,2.61794995974,0.192018323593,79.5409434594,0.0123903544351,74.2791814225,0.0341344502467,38.8905245771,0.00329684557256,0.500288921881,0.0170337643448,0.92142067481,50.0179633933,0.0292738560788,
 ,1.42,0.99502037776,2.52156873758,0.195117366557,77.7002552064,0.0126271076114,72.5696613821,0.0345278841196,38.6009930366,0.00356533339973,3.69242277715,0.0162738538304,1.3753463403,50.0149418751,0.0257110441404,
 ,1.44,0.995151852715,2.43952811166,0.198863812238,75.6521427877,0.0129064678069,70.6859739551,0.034987872672,38.2366851935,0.0037451604219,6.25273911176,0.0155631035519,1.88533925788,50.0126168147,0.020836341794,
 ,1.46,0.995225688493,2.36533809571,0.203227079222,73.4762664194,0.0132245226925,68.701513645,0.0354982759192,37.8146009255,0.00380691058785,8.44092367519,0.0149000188227,2.44547302577,50.0111228157,0.0148128843075,
 ,1.48,0.9952486559,2.29185101425,0.208133764,71.2523133722,0.0135747606828,66.6878040147,0.0360406066427,37.3531716075,0.00373285870186,10.4718802906,0.0142805880707,3.04833896971,50.0105655361,0.0078482667884,
 ,1.5,0.9952308864,2.21151679123,0.21346371533,69.054156408,0.0139479778592,64.7095727413,0.0365944952892,36.8708682786,0.00351731341075,12.5453291485,0.0136987436772,3.6852840156,50.011017416,0.000187476028579,
