Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),
Configuration Field Inputs,50,50,9,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.01999989007,-1.45077516888,0.0350229082697,27.2673754519,2.03414562315,44.4561823819,0.14339029089,12.0524767163,0.0537957012296,24.4418383457,0.124198601621,-32.6757915461,0.0571703911841,-20.1680000652,0.345853940806,-151.972916961,0.138243702951,159.950479938,49.9999994679,0.205509297783,
 ,0.02,1.01999989056,-1.45077502738,0.035022903861,27.2673768722,2.03414561796,44.4561827703,0.143390274513,12.052477975,0.0537956959134,24.4418395916,0.124198599449,-32.6757920413,0.0571703861173,-20.1680008456,0.345853934654,-151.972916458,0.138243681955,159.950475212,49.999999786,0.0756012163672,
 ,0.04,1.01999989212,-1.45077423017,0.035022900447,27.2673790549,2.03414558921,44.45618458,0.143390242003,12.0524804365,0.0537956828141,24.4418440684,0.124198592419,-32.6757933426,0.0571703797741,-20.1680029629,0.3458539284,-151.972915501,0.138243674314,159.950474771,49.9999998473,0.0278118801297,
 ,0.06,1.0199998949,-1.45077289968,0.0350228957084,27.267382425,2.03414554398,44.4561875569,0.143390190438,12.0524844834,0.0537956619303,24.441851494,0.124198581052,-32.6757953376,0.0571703699986,-20.1680056712,0.345853918701,-151.972913965,0.138243664855,159.950474459,49.9999998233,0.0102315591615,
 ,0.08,1.01999989875,-1.45077104724,0.0350228894743,27.2673870016,2.03414548498,44.456191602,0.14339012078,12.0524900578,0.0537956337453,24.441861648,0.12419856562,-32.6757979849,0.0571703568103,-20.1680089968,0.345853905103,-151.972911834,0.138243651546,159.95047374,49.9999997686,0.00376426255119,
 ,0.1,0.983973617631,-0.143434791777,0.0859422251949,-80.8750493438,1.79501762708,44.1496584953,0.142706922784,-50.1586130512,0.0492570991877,-43.1135294148,0.126613182467,-45.8253663412,0.0865343176906,-68.576684375,0.322089041128,-154.804076431,0.135283538238,152.320133946,49.8854228694,0.461515516885,
 ,0.12,0.984155529257,-0.00746971735704,0.0860908655919,-81.0641248178,1.78983105537,44.473736534,0.140691506357,-51.3467321859,0.0484948554808,-44.431103469,0.126060774233,-45.994070595,0.0863370983993,-69.0154547126,0.321070444162,-154.666624216,0.134445332277,152.183153858,49.9447207549,-0.0967795001351,
 ,0.14,1.02068174178,-0.959589928039,0.0302767107459,28.8245185471,2.01553818476,45.5487933601,0.127130323407,13.0240882155,0.0475210391837,26.3388712716,0.121038762049,-33.2353091089,0.0530926166175,-22.078361778,0.341886252693,-151.443369097,0.134620145466,159.585530779,50.0568196767,-0.488654075418,
 ,0.16,1.02132157679,-0.675217697914,0.02944917105,30.413626657,2.00804217879,46.1518224752,0.119604237532,14.036635404,0.0445069569162,28.0803609983,0.119220047848,-33.4577478293,0.051526140115,-22.2858832978,0.339756154916,-151.098057827,0.132318510953,159.385527752,49.9959318765,0.104416366938,
 ,0.18,1.02184978561,-0.372312490108,0.0279116933945,32.0631645586,2.00060618951,46.7547644177,0.111324819708,15.0361447194,0.0412935805196,29.8787282339,0.117426769337,-33.7176738028,0.0496287137498,-22.8596378155,0.337459701133,-150.745359504,0.130032115548,159.179131065,49.9719833363,0.149787540885,
 ,0.2,1.02229449066,-0.0630550877642,0.0263645778625,33.7924228396,1.99477500868,47.3094498004,0.103354605349,16.0626978529,0.0382141523548,31.7982498631,0.115714513046,-33.9836647707,0.0478008884256,-23.5342211047,0.335105482431,-150.390515599,0.127708569945,158.927895268,49.9625613628,0.0991005712225,
 ,0.22,1.02266046249,0.25273187255,0.024877106589,35.6185126841,1.99092127779,47.8048628196,0.0959010951042,17.1247763635,0.0353434020416,33.8493717638,0.114105437288,-34.2397061478,0.0460928349932,-24.25167918,0.332702772057,-150.031798612,0.125340592885,158.631772023,49.9584879034,0.0557300718758,
 ,0.24,1.02294970553,0.57641082578,0.0234735621206,37.5389015556,1.98915885503,48.2378061132,0.0891004961522,18.2189639149,0.0327350291123,36.0145968438,0.112621762557,-34.4709704216,0.0445283935416,-24.9725075782,0.330249974574,-149.667112844,0.122925690755,158.291637971,49.9562726548,0.031253672813,
 ,0.26,1.02316606226,0.90976634761,0.0221732077374,39.5387890833,1.9894268165,48.6111597912,0.083067362379,19.3333347029,0.0304330917254,38.252647437,0.111282391412,-34.6632070601,0.0431266125804,-25.6589714287,0.327739679339,-149.293974433,0.120456453374,157.905211941,49.9545873375,0.0199009236777,
 ,0.28,1.02331587426,1.25483243224,0.0209923972559,41.5915905107,1.9915156652,48.9332681111,0.0778956195474,20.447108143,0.0284714752881,40.4962626755,0.110102498009,-34.8027038443,0.0419025224195,-26.272946279,0.325161117328,-148.909520761,0.117922142919,157.468074796,49.9529194012,0.0157598470329,
 ,0.3,1.02340769083,1.613714429,0.0199443965518,43.6580992807,1.99510027184,49.2167715979,0.0736565671476,21.5305521326,0.0268729866662,42.6526215217,0.109093719941,-34.8766157534,0.0408669996567,-26.7767625176,0.322502510022,-148.510660516,0.115311197224,156.974512976,49.9510742552,0.0151716463032,
