Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),
Configuration Field Inputs,50,50,3,0,0,15,V1,v,10000,I2,c,100,I3,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.11881298631,-11.1546340812,0.00184221185274,163.491598684,0.621459280288,158.458511392,49.9999982058,1.72241381087,
 ,0.02,1.11881297321,-11.1546324938,0.00184221184823,163.491600404,0.621459272999,158.458512979,49.9999992146,0.633635856117,
 ,0.04,1.11881296993,-11.1546314316,0.00184221184407,163.491601456,0.621459271172,158.458514041,49.9999996156,0.233099764451,
 ,0.06,1.11881296757,-11.1546299492,0.00184221183986,163.491602918,0.621459269864,158.458515523,49.9999997249,0.0857521320833,
 ,0.08,1.11881296526,-11.1546279645,0.00184221183566,163.491604883,0.621459268582,158.458517508,49.9999997209,0.0315464933774,
 ,0.1,0.599934858581,-6.35059818907,0.00100059195316,169.439182513,0.333230897171,163.258937656,49.2309847254,3.30971315041,
 ,0.12,0.596302653734,-5.76274227241,0.00100092220116,170.042761156,0.33120708524,163.846627364,49.6496056248,-0.751206207102,
 ,0.14,1.10489090049,-9.53561631037,0.0018270530635,165.143569765,0.61371843339,160.077367842,50.1331956473,-2.43070844849,
 ,0.16,1.10759923839,-9.2227608969,0.00182516667375,165.413810465,0.615229016981,160.390401533,50.0205217965,-0.340643898716,
 ,0.18,1.10697879245,-8.63925027923,0.00182350415657,165.992326753,0.61488500673,160.973932128,49.9586285916,0.16544277221,
 ,0.2,1.10600506869,-8.03647682424,0.00182195973858,166.592932416,0.614344074494,161.576711501,49.9327883668,0.181392582848,
 ,0.22,1.10498214252,-7.4329694722,0.00182041240338,167.194072946,0.613775733799,162.180224722,49.9225922486,0.114126226167,
 ,0.24,1.10397503244,-6.83198584366,0.00181890876147,167.792724065,0.613216160886,162.781213972,49.9188377179,0.0592558842181,
 ,0.26,1.1030177567,-6.23566068436,0.00181750631985,168.387048809,0.612684250964,163.377543616,49.9177939638,0.026350321755,
 ,0.28,1.10213407046,-5.64574007698,0.00181624880111,168.975472005,0.612193195026,163.967467026,49.9179576693,0.00854229668451,
 ,0.3,1.10134142655,-5.0636983755,0.00181516780432,169.556615431,0.611752684891,164.549509541,49.9187160229,-0.000846953655355,
 ,0.32,1.10065221371,-4.49080696981,0.00181428532364,170.129264477,0.611369600597,165.12239959,49.9198123155,-0.00593489238917,
 ,0.34,1.10007419026,-3.9281683061,0.00181361496212,170.692350015,0.611048250874,165.685034621,49.9211320502,-0.00889925071506,
 ,0.36,1.09961073588,-3.37673143715,0.00181316257444,171.244939585,0.610790512757,166.236465529,49.9226174482,-0.0108056215398,
 ,0.38,1.09926115996,-2.83730105038,0.00181292685686,171.786231274,0.610596002828,166.77588762,49.9242335478,-0.0121525971839,
 ,0.4,1.09902113233,-2.31054596434,0.00181290007667,172.315546702,0.610462316402,167.302632106,49.9259550156,-0.0131689085417,
 ,0.42,1.09888322545,-1.79700973098,0.00181306896512,172.832321332,0.610385328739,167.816155506,49.9277612407,-0.0139613559931,
 ,0.44,1.0988375279,-1.29712434602,0.00181341572528,173.336091551,0.610359535807,168.316025928,49.9296347158,-0.014584535178,
 ,0.46,1.09887228113,-0.811227206718,0.00181391908468,173.826478531,0.610378407961,168.801906112,49.931560689,-0.0150723786536,
 ,0.48,1.0989744951,-0.339580910244,0.00181455532288,174.303169268,0.610434731905,169.273533628,49.9335272597,-0.0154517888101,
 ,0.5,1.09913050805,0.11760490232,0.00181529921752,174.765895683,0.610520921598,169.730699029,49.9355255703,-0.0157480443757,
 ,0.52,1.09932646759,0.560150716095,0.00181612487068,175.214412781,0.610629285459,170.173223017,49.9375499403,-0.0159864569301,
 ,0.54,1.09954872295,0.987884516799,0.00181700639718,175.648477167,0.610752244187,170.600933817,49.9395978745,-0.0161923347977,
