Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),Phasor-10 Name(upto 16-char),Phasor-10 Type(v/c),Phasor-10 PHNMR(scaling),
Configuration Field Inputs,50,50,10,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,I10,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Phasor-10 Magnitude,Phasor-10 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.13699982241,-7.07587556757,0.0151353957748,-24.1813260734,0.0685367008592,-177.559489765,0.0939403803669,-65.3482735398,0.0289941187859,-69.0289971511,0.124108466303,-92.8404386683,0.0577292800023,-71.4979476779,2.03414562315,-135.543817618,0.498797450778,-154.15360886,0.196784271244,174.290740374,49.9999993844,1.11456609102,
 ,0.02,1.13699982302,-7.07587538431,0.0151353921108,-24.1813351889,0.0685367005469,-177.559489605,0.0939403722108,-65.3482819398,0.0289941174413,-69.0290069813,0.124108466367,-92.8404391354,0.0577292769986,-71.4979515283,2.03414561796,-135.54381723,0.498797444327,-154.153608331,0.196784246807,174.290739714,49.9999997504,0.410024309227,
 ,0.04,1.13699982462,-7.0758743996,0.0151353895834,-24.1813403568,0.0685366988393,-177.559488897,0.0939403582006,-65.3482974222,0.0289941134115,-69.0290294158,0.124108466459,-92.8404399973,0.0577292747723,-71.4979564119,2.03414558921,-135.54381542,0.498797435395,-154.153607094,0.196784236655,174.290740684,49.9999998168,0.150839243601,
 ,0.06,1.13699982755,-7.07587276685,0.0151353861561,-24.1813470381,0.0685366960189,-177.559487703,0.0939403359007,-65.348321868,0.0289941068075,-69.0290650914,0.124108466581,-92.8404413376,0.0577292710814,-71.4979634623,2.03414554398,-135.543812443,0.498797421422,-154.153605089,0.196784223303,174.290742219,49.9999997848,0.0554908399713,
 ,0.08,1.13699983167,-7.07587051414,0.0151353816384,-24.1813556979,0.0685366921328,-177.559486049,0.0939403056192,-65.3483549067,0.0289940978191,-69.0291133028,0.12410846676,-92.8404431702,0.0577292659106,-71.4979727635,2.03414548498,-135.543808398,0.49879740223,-154.153602325,0.196784204545,174.290744183,49.9999997186,0.0204142794121,
 ,0.1,1.08430063522,-5.49232431224,0.103579335203,-99.1141698548,0.0640090583882,178.885426,0.207723636984,-95.1640506457,0.0764401299127,-94.7154856573,0.131588988645,-94.5084124995,0.109669719828,-94.8137895025,1.79501762708,-135.850341505,0.455510542812,-156.449407658,0.179609278762,167.36176532,49.8595482489,0.572241172108,
 ,0.12,1.08447938864,-5.32334133576,0.103806760122,-99.1763922848,0.0637056712442,178.975604239,0.208063105992,-95.9512851219,0.0767248779829,-95.4923813217,0.131649858528,-94.465362676,0.109759015375,-95.0628371551,1.78983105537,-135.526263466,0.453990604437,-156.255405663,0.178248203985,167.420805972,49.9319832725,-0.115180574916,
 ,0.14,1.13759862682,-6.47112514764,0.0119085389346,-37.0312776307,0.0674317217145,-177.163802376,0.0890311838829,-73.4941596611,0.0281483669469,-79.8252108424,0.124217859615,-92.951932131,0.0566098185398,-75.0446882985,2.01553818476,-134.45120664,0.493087679055,-153.440177825,0.191452444734,174.703820431,50.0674847049,-0.591963630705,
 ,0.16,1.13832497495,-6.13130921606,0.0110466532393,-38.174391131,0.0668237359356,-176.90826649,0.0866370612251,-77.4225829831,0.0277035833955,-85.4100446919,0.124208439179,-93.0405753488,0.0559436261555,-75.9852492739,2.00804217879,-133.848177525,0.490237817359,-153.004452091,0.188331786412,175.002286636,49.9950960931,0.12006217899,
 ,0.18,1.13890584303,-5.77579556423,0.00988908540668,-43.3714623299,0.0661809244973,-176.653739216,0.0849299461173,-82.1036792284,0.0277508089693,-91.4850882378,0.124233682993,-93.1348949924,0.0552791258262,-77.4225124526,2.00060618951,-133.245235582,0.487231018013,-152.561053756,0.18522835551,175.306552059,49.9671789952,0.173479338484,
 ,0.2,1.13940433744,-5.42416875027,0.00885252304226,-50.3125493876,0.0655421469796,-176.406623726,0.0839995890291,-86.8502640785,0.0281690874673,-97.328892,0.124280687022,-93.2614910502,0.0547113197191,-78.9238318943,1.99477500868,-132.6905502,0.484319773993,-152.12650558,0.182154216576,175.595071757,49.9571801821,0.109858571285,
 ,0.22,1.13983225327,-5.07824078206,0.0080100680725,-58.9267245746,0.0649113886533,-176.167172884,0.0837822704719,-91.4480224605,0.0288847079411,-102.700442729,0.124346603125,-93.4207551373,0.0542350704372,-80.4189990644,1.99092127779,-132.19513718,0.481550056135,-151.702284352,0.179125681092,175.870050269,49.9539636041,0.0550155827289,
 ,0.24,1.14019346987,-4.73733407247,0.00741903218139,-69.0459095391,0.0642876964313,-175.934823675,0.084166263665,-95.7285483405,0.0298153132461,-107.448765568,0.124430714868,-93.6049034666,0.0538427073119,-81.8645477034,1.98915885503,-131.762193887,0.478932551917,-151.287710105,0.176148795789,176.134500102,49.9531938777,0.0235819300444,
 ,0.26,1.14049140036,-4.399345313,0.0071181079986,-80.0370546714,0.0636674002327,-175.708193037,0.0849992105681,-99.5554849346,0.0308692903275,-111.496239537,0.124532023291,-93.8010822667,0.0535273020385,-83.2185851021,1.9894268165,-131.388840209,0.476455069884,-150.880370175,0.173211123417,176.390987207,49.9531388739,0.00885828629812,
 ,0.28,1.14073039122,-4.06102751845,0.0071045955352,-90.8707130281,0.0630446825256,-175.485108247,0.0861043158301,-102.831071389,0.0319538232442,-114.822468078,0.124648273879,-93.9922404722,0.0532809770277,-84.4393198891,1.9915156652,-131.066731889,0.474087349775,-150.476262559,0.170285676471,176.642294207,49.9530580416,0.00376736591777,
 ,0.3,1.14091606175,-3.71834653105,0.00732759227679,-100.551962307,0.0624122558738,-175.262772686,0.0873001709703,-105.495373041,0.0329821796257,-117.443149068,0.124775684558,-94.1583835527,0.053094387361,-85.4864500891,1.99510027184,-130.783228402,0.471786617941,-150.070161789,0.167336197736,176.891722158,49.9526109152,0.0038288321671,
