Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),Phasor-10 Name(upto 16-char),Phasor-10 Type(v/c),Phasor-10 PHNMR(scaling),Phasor-11 Name(upto 16-char),Phasor-11 Type(v/c),Phasor-11 PHNMR(scaling),Phasor-12 Name(upto 16-char),Phasor-12 Type(v/c),Phasor-12 PHNMR(scaling),
Configuration Field Inputs,50,50,12,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,I10,c,100,I11,c,100,I12,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Phasor-10 Magnitude,Phasor-10 Angle,Phasor-11 Magnitude,Phasor-11 Angle,Phasor-12 Magnitude,Phasor-12 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.0099999987,-18.5029188485,0.506980328707,105.436025447,0.712579616346,161.050220044,0.815092224689,114.02885002,0.840169008769,97.4821304903,5.93364021022,143.915239669,0.0192079337416,-14.6031585844,0.0234136643662,152.297098982,3.30646909605,144.905914549,0.237807623979,142.966041481,1.08036071472,134.413018373,1.86804063292,107.564196283,49.999999979,2.55066900398,
 ,0.02,1.00999999866,-18.5029188299,0.506980337528,105.436032714,0.71257961974,161.050220289,0.815092227,114.028850142,0.840169012995,97.4821309818,5.93364006916,143.915239286,0.01920793299,-14.6031578034,0.0234136651127,152.297099543,3.30646912074,144.905914657,0.237807623893,142.966041483,1.08036071246,134.413018331,1.86804063758,107.564196444,49.9999999905,0.938338635462,
 ,0.04,1.00999999869,-18.5029187881,0.50698035375,105.436037802,0.71257961489,161.050220297,0.815092234856,114.028850794,0.840169024942,97.4821327675,5.93363960816,143.915237345,0.0192079306815,-14.6031555057,0.0234136674304,152.297101204,3.30646921963,144.905915318,0.237807623807,142.966041514,1.08036070739,134.413018283,1.86804065269,107.56419704,49.9999999926,0.345195484376,
 ,0.06,1.00999999875,-18.5029187205,0.506980381582,105.43604482,0.712579606582,161.050220238,0.815092247534,114.028851863,0.840169043999,97.482135649,5.93363890618,143.915234344,0.0192079268603,-14.6031517081,0.0234136712623,152.297103944,3.306469386,144.905916418,0.237807623714,142.96604157,1.08036069979,134.413018222,1.8680406784,107.564198055,49.9999999912,0.126990330068,
 ,0.08,1.00999999884,-18.5029186281,0.5069804216,105.436054213,0.712579596478,161.050220132,0.815092264395,114.028853287,0.840169069067,97.4821394426,5.93363805656,143.915230709,0.0192079215687,-14.6031464474,0.0234136765539,152.297107723,3.30646962307,144.90591797,0.237807623666,142.966041653,1.08036069068,134.413018162,1.86804071546,107.564199513,49.9999999885,0.0467171455937,
 ,0.1,1.00742451012,-18.4886779296,0.808350836504,-137.402012821,0.737422595248,171.675965529,0.837550855601,112.136340532,0.874799266553,95.999478669,5.6925199749,151.833374105,0.0193352449375,-13.4472718559,0.0234106959259,151.649331048,3.32286927885,143.230462174,0.237641497507,142.605828115,1.08215245532,133.503629726,1.88326494575,106.982449424,49.9987378359,0.0227724329779,
 ,0.12,1.00738414929,-18.4785356402,0.829220196089,-137.871974636,0.741915718403,171.816087591,0.836360949492,111.998066161,0.874294421456,95.8373234549,5.73345174179,152.097366382,0.0193639638954,-13.4477371645,0.0233989612287,151.640586895,3.31727018776,143.176896535,0.237538105345,142.600481562,1.08105201126,133.476717532,1.88235010671,106.938999302,49.9985775545,0.00963685767919,
 ,0.14,1.00988272852,-18.4668482066,0.522370877466,115.22335806,0.728587139768,161.654933252,0.810352857926,113.546603669,0.837792873364,96.8950281951,6.06860068773,144.912975043,0.0193094715042,-14.6109431862,0.0233687707733,152.27228377,3.28601312034,144.740011025,0.237438507084,142.951244674,1.07637317007,134.329213122,1.86455285957,107.414191102,49.9984198025,0.00469832785841,
 ,0.16,1.0098778351,-18.4413947367,0.538989294019,116.473281948,0.735621049414,161.749760596,0.806381848742,113.262808819,0.835325736716,96.5526139088,6.15705839355,145.300321243,0.0193783725324,-14.6517071872,0.023338932535,152.277290864,3.27135458615,144.674957262,0.237178876007,142.951687797,1.07346426742,134.296869814,1.86160060045,107.324563837,49.9971263044,0.00817219886699,
 ,0.18,1.00985181812,-18.4083896604,0.557025035661,118.994734922,0.743842324851,161.92915563,0.801493073615,112.879926897,0.832613319871,96.1196071965,6.25508108266,145.78584906,0.0194681924389,-14.6947813595,0.0233008196118,152.278786001,3.25244643471,144.576314823,0.236841954449,142.949449629,1.06972037902,134.247701901,1.85791374911,107.203885207,49.9959908394,0.00869095731156,
