Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),
Configuration Field Inputs,50,50,6,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,0.920000024014,18.1723725191,0.498797450778,25.8463911402,0.0778869277567,21.5206352062,0.345853940806,28.027083039,0.355536160874,65.9880710352,0.073880176624,151.545701263,49.9999995113,-2.28328557153,
 ,0.02,0.920000023038,18.1723722548,0.498797444327,25.8463916691,0.0778869240861,21.5206363556,0.345853934654,28.027083542,0.355536191541,65.9880630775,0.0738801777287,151.545701744,49.9999998358,-0.839975266148,
 ,0.04,0.920000024296,18.1723726265,0.498797435395,25.8463929057,0.0778869177203,21.5206386701,0.3458539284,28.027084499,0.355536195011,65.9880616867,0.0738801763513,151.545701228,49.9999999044,-0.309009929968,
 ,0.06,0.920000026823,18.1723732915,0.498797421422,25.8463949113,0.0778869076697,21.5206424014,0.345853918701,28.0270860354,0.355536198075,65.9880606802,0.0738801738216,151.545700333,49.9999999046,-0.113678386949,
 ,0.08,0.920000030395,18.1723742123,0.49879740223,25.8463976754,0.0778868940213,21.5206475071,0.345853905103,28.0270881655,0.355536204145,65.9880592279,0.0738801703089,151.545699106,49.9999998822,-0.0418198234922,
 ,0.1,0.91203792958,18.8809241894,0.455510542812,23.5505923425,0.0601329828154,0.745763103985,0.322089041128,25.1959235689,0.363679288226,65.9771256087,0.0730594837824,148.539592412,49.9394272991,0.229122099738,
 ,0.12,0.912259767653,18.9494277234,0.453990604437,23.7445943372,0.0593145616831,0.785818222197,0.321070444162,25.333375784,0.364226214811,65.8964356336,0.0727977705964,148.406164378,49.9712346477,-0.0594991490084,
 ,0.14,0.920892680154,18.4031254695,0.493087679055,26.5598221749,0.0745402525298,22.6305504261,0.341886252693,28.5566309033,0.357618170416,65.5907471338,0.0729291122572,151.160323622,50.0345463109,-0.277708466325,
 ,0.16,0.921403743326,18.5404230508,0.490237817359,26.9955479091,0.0729835096823,23.3773838982,0.339756154916,28.9019421727,0.359091029495,65.2744848983,0.0723699459877,150.922161941,50.0005330644,0.0565311296073,
 ,0.18,0.92190648704,18.6890035783,0.487231018013,27.4389462444,0.0712644072673,24.1420677237,0.337459701133,29.2546404961,0.360394263337,65.0014420077,0.0717766436703,150.650445474,49.9871362811,0.0831362019296,
 ,0.2,0.922372932609,18.8424611849,0.484319773993,27.87349442,0.069584912026,24.8994151328,0.335105482431,29.6094844005,0.36185201068,64.7230104883,0.0711768576949,150.35502962,49.9817770194,0.055679841241,
 ,0.22,0.922797254309,19.0013537132,0.481550056135,28.2977156476,0.0679822308059,25.6449380519,0.332702772057,29.968201388,0.363468271713,64.4356388944,0.0705706126208,150.032946248,49.9793177234,0.0322091831128,
 ,0.24,0.923177330531,19.1668486398,0.478932551917,28.7122898953,0.0664790400957,26.373651319,0.330249974574,30.3328871561,0.365230226713,64.1401609791,0.0699553518277,149.680139491,49.9778231637,0.0191729104306,
 ,0.26,0.923513965949,19.3401438275,0.476455069884,29.119629825,0.0650933063145,27.0803319731,0.327739679339,30.7060255666,0.3671388041,63.8365269215,0.0693280424252,149.29269273,49.9765788,0.0132844893932,
 ,0.28,0.923810350467,19.5224271503,0.474087349775,29.5237374415,0.0638390186867,27.7600561761,0.325161117328,31.0904792388,0.369202550922,63.5240223999,0.0686854297586,148.866813895,49.9753225444,0.0112383591128,
 ,0.3,0.924071384125,19.7148487249,0.471786617941,29.9298382113,0.0627262998953,28.4084828076,0.322502510022,31.4893394844,0.371432269965,63.2017798986,0.0680242786107,148.398766032,49.9739615267,0.0110324625388,
