Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),
Configuration Field Inputs,50,50,9,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.097974761,-9.99809998397,1.68053189989,13.172901321,0.324175354826,-1.20912368729,0.000253856848882,134.168731968,2.99950786943,174.422868731,0.328594746889,-175.325420207,0.181181869248,-10.1975936265,0.0191422727074,-134.745371553,0.108851046927,-154.32986986,49.9999980534,1.51696712909,
 ,0.02,1.09797475034,-9.99809866283,1.68053189638,13.1729020389,0.324175392812,-1.20912113454,0.00025385684092,134.168733924,2.9995078782,174.422870186,0.328594691894,-175.325424441,0.181181796617,-10.1976060238,0.0191422710062,-134.745368792,0.108851036877,-154.329869144,49.9999991763,0.55805575832,
 ,0.04,1.09797474649,-9.9980974845,1.68053196664,13.1729026016,0.324175430228,-1.20912038261,0.000253856824445,134.168731719,2.99950790976,174.422871689,0.328594729245,-175.325425622,0.181181770924,-10.1976053225,0.0191422708298,-134.745369035,0.108851043101,-154.329871148,49.9999995902,0.205295349222,
 ,0.06,1.0979747431,-9.99809576388,1.68053208199,13.1729032129,0.324175485229,-1.20911984611,0.000253856798133,134.168727712,2.99950795287,174.42287361,0.328594807516,-175.325426236,0.181181739473,-10.1976030646,0.0191422710139,-134.745370079,0.108851056343,-154.329874577,49.9999996939,0.0755234908539,
 ,0.08,1.09797473944,-9.99809344687,1.68053223822,13.1729039448,0.324175558433,-1.20911930748,0.000253856762443,134.168722209,2.99950800748,174.422876036,0.328594919373,-175.325426542,0.181181698307,-10.1976000016,0.0191422714489,-134.745371726,0.10885107504,-154.329879134,49.9999996797,0.027783638762,
 ,0.1,0.643917063239,-4.55618619149,1.3576921864,-7.39673857653,0.771291627969,55.9545744702,2.41743034668e-05,-151.90372201,2.49652305055,164.666191239,1.53279423059,90.3858227262,2.65463157859,-93.1859029499,0.0266157056603,88.3165257309,0.215303405164,88.57315487,49.208008778,3.33304220826,
 ,0.12,0.638770300117,-3.92697309763,1.38574310938,-5.53061469043,0.782800675579,55.7763645482,1.88199498482e-05,-145.631519428,2.54573421784,167.265555038,1.55104585465,89.8668852272,2.63585077631,-92.7718623973,0.0270606319739,87.382789591,0.218041215753,87.7392264128,49.637271589,-0.775356932367,
 ,0.14,1.08219389343,-8.32452118837,1.74660094047,15.4221163631,0.366805207509,2.38331951682,0.000242869589525,134.069736615,3.12469448258,178.420647402,0.245806321966,175.220856114,0.131574313999,-12.7073199766,0.0168204396906,-131.129862606,0.0915473326865,-152.841069979,50.1693270418,-2.62295137757,
 ,0.16,1.08441475049,-7.92957995702,1.76495502901,15.5580925612,0.374820028436,1.88885884503,0.000241524430574,134.119051931,3.16039925823,178.653214548,0.241560949815,177.527160344,0.130301680821,-8.18777289817,0.0169891935777,-130.240415291,0.0916966816358,-151.444022541,50.0278715523,-0.282182333226,
 ,0.18,1.08347674872,-7.3061345896,1.78595714796,15.943806994,0.388944699621,2.08715094189,0.000238328838366,134.303983063,3.20147458323,179.33246303,0.223885445819,177.179729824,0.114519826619,-7.49475817879,0.0167175026043,-128.747193028,0.0887879601975,-149.940309983,49.9577296189,0.22475613064,
