Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),
Configuration Field Inputs,50,50,3,0,0,15,V1,v,10000,I2,c,100,I3,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.05659957531,-15.1773083207,0.168560434674,168.558264727,0.101021872789,165.33703215,49.9999985168,2.20132705606,
 ,0.02,1.05659956469,-15.1773070297,0.168560432981,168.558266018,0.101021871775,165.337033441,49.9999993504,0.809819038678,
 ,0.04,1.05659956132,-15.1773059784,0.168560432443,168.55826707,0.101021871452,165.337034492,49.999999666,0.297914335103,
 ,0.06,1.05659955847,-15.1773044613,0.168560431988,168.558268587,0.101021871179,165.337036009,49.9999997402,0.109596244105,
 ,0.08,1.05659955543,-15.1773024191,0.168560431503,168.558270629,0.101021870889,165.337038051,49.9999997213,0.0403183218501,
 ,0.1,0.605626196557,-10.98228606,0.0966161801761,172.753286988,0.0579041427012,169.53205441,49.3742268965,2.65200140266,
 ,0.12,0.60162162064,-10.4690050585,0.0959773259942,173.266567989,0.0575212637295,170.045335412,49.7113310567,-0.59667169239,
 ,0.14,1.04290528755,-13.6324714962,0.166375770635,170.103101552,0.0997125569166,166.881868974,50.1161307955,-2.01606819622,
 ,0.16,1.04499018641,-13.2651667441,0.166708376729,170.470406304,0.099911894861,167.249173726,50.0107473047,-0.227117362065,
 ,0.18,1.04413246268,-12.6809668725,0.166571543165,171.054606175,0.09982988758,167.833373598,49.9548130342,0.178983536969,
 ,0.2,1.04294659824,-12.0830275127,0.166382360972,171.652545535,0.0997165066463,168.431312958,49.9317199789,0.173415763125,
 ,0.22,1.04172695722,-11.4876240151,0.166187790365,172.247949033,0.099599896321,169.026716455,49.9228760298,0.104722694368,
 ,0.24,1.04054286291,-10.8981836189,0.165998890561,172.837389429,0.0994866846298,169.616156851,49.9199454046,0.0517739725727,
 ,0.26,1.03943117891,-10.3170621844,0.165821542452,173.418510864,0.0993803961155,170.197278286,49.9195386189,0.0204334064271,
 ,0.28,1.03841779815,-9.74622541325,0.165659876759,173.989347635,0.099283506409,170.768115057,49.9202851966,0.0034415791874,
 ,0.3,1.03752190645,-9.18734654384,0.165516954221,174.548226504,0.0991978498757,171.326993927,49.9216220142,-0.00563625787992,
 ,0.32,1.03675726466,-8.64185331663,0.165394970116,175.093719731,0.0991247421934,171.872487154,49.9233077909,-0.0106674530039,
 ,0.34,1.03613265088,-8.11094786909,0.165295324827,175.624625179,0.0990650226408,172.403392601,49.9252289804,-0.0136698329314,
 ,0.36,1.03565211987,-7.59561410827,0.165218665212,176.13995894,0.0990190788946,172.918726362,49.9273224923,-0.0156207468923,
 ,0.38,1.03531531719,-7.09662229494,0.16516493473,176.638950753,0.0989868770677,173.417718175,49.9295453014,-0.0169733916018,
 ,0.4,1.03511791102,-6.61453574312,0.165133442316,177.121037305,0.0989680029906,173.899804727,49.9318628427,-0.0179343571141,
 ,0.42,1.03505213028,-6.14972181523,0.165122948246,177.585851233,0.09896171367,174.364618655,49.9342449021,-0.0186006682533,
