Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),Phasor-10 Name(upto 16-char),Phasor-10 Type(v/c),Phasor-10 PHNMR(scaling),
Configuration Field Inputs,50,50,10,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,I10,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Phasor-10 Magnitude,Phasor-10 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,0.997000000299,-9.28716182588,0.21959993705,-46.2550419519,0.240579045135,-40.5211880703,18.527434746,-16.3745861577,0.0514592209888,102.793289034,1.34531358601,20.7763028093,0.222416799736,53.3891033815,7.09402091292,60.2778330726,0.0404412410572,-2.94959035686,0.196580695314,147.170735984,49.9999999758,1.28039016107,
 ,0.02,0.997000000357,-9.28716178837,0.219599937144,-46.2550419238,0.240579045173,-40.521188047,18.5274344538,-16.3745858617,0.0514592235146,102.793295252,1.34531357584,20.776303326,0.222416800004,53.3891026958,7.09402090858,60.2778332139,0.0404412409598,-2.94959028462,0.196580700035,147.170736541,49.9999999872,0.471029168499,
 ,0.04,0.99700000052,-9.28716167132,0.219599937307,-46.2550418382,0.240579045257,-40.521187968,18.5274335778,-16.3745849702,0.0514592315276,102.793313982,1.34531354026,20.7763049889,0.222416800848,53.3891006129,7.09402089495,60.2778336497,0.040441240515,-2.94959003362,0.196580720234,147.170739332,49.9999999844,0.173281964741,
 ,0.06,0.997000000788,-9.28716146889,0.219599937598,-46.2550416919,0.240579045364,-40.5211878246,18.5274321399,-16.3745834959,0.0514592447111,102.793344743,1.34531348238,20.7763077211,0.222416802295,53.3890971097,7.0940208734,60.2778343509,0.0404412398317,-2.94958962621,0.196580752343,147.170743764,49.9999999759,0.0637469171694,
 ,0.08,0.997000001156,-9.28716116961,0.219599938047,-46.2550414762,0.240579045451,-40.5211875995,18.5274301714,-16.3745814556,0.0514592627533,102.793386857,1.34531340286,20.776311505,0.222416804409,53.3890921358,7.09402084536,60.2778352851,0.0404412389653,-2.94958908415,0.19658079619,147.170749822,49.9999999641,0.0234512405271,
 ,0.1,0.996999333269,-9.28713678261,0.219601212702,-46.2596388849,0.240578155017,-40.5218817386,18.5271743846,-16.3762122842,0.0511553812572,103.130584718,1.34532874092,20.7764406131,0.222404386848,53.3902460708,7.09320844028,60.2789829705,0.0403634915447,-3.10099372794,0.196580702368,147.170641563,49.9999978663,0.00863620492183,
 ,0.12,0.996999357021,-9.28711938286,0.219606619179,-46.2605293178,0.240578471987,-40.5219641926,18.5270722608,-16.3761625464,0.0511896684669,103.215501223,1.34533215249,20.7762526213,0.222403888452,53.3913014771,7.09317156153,60.2803336958,0.0403496208032,-3.09489649011,0.196580613632,147.170649246,49.9999975532,0.00317956978678,
 ,0.14,0.997000090192,-9.28710272151,0.219615077769,-46.2576573921,0.240579946798,-40.5214315101,18.5270805726,-16.3743992944,0.0515723665939,103.06960977,1.34532481103,20.7756703981,0.222415365675,53.3925362774,7.09390676316,60.2823787935,0.0403922052017,-2.9251586592,0.196580465483,147.170773642,49.9999974409,0.00117226246104,
 ,0.16,0.997000190323,-9.28704886995,0.219622859964,-46.2589485332,0.240580669494,-40.5215622766,18.5267664449,-16.3741546941,0.0516687503098,103.279241718,1.3453353482,20.7750525038,0.222414482165,53.3953290035,7.09383394439,60.2861075793,0.0403548534064,-2.90044343718,0.196580033887,147.170786211,49.9999941832,0.000447484167996,
 ,0.18,0.997000333505,-9.28696890682,0.2196261968,-46.259758343,0.24058133251,-40.5216526781,18.5262925741,-16.373748921,0.0517944377887,103.554801192,1.34535117044,20.7741304928,0.222413150081,53.3989957548,7.09372964693,60.2910528659,0.0403068888201,-2.87024920337,0.196579327694,147.170799971,49.9999906045,0.00018302056155,
 ,0.2,0.997000540955,-9.28684852473,0.219623558201,-46.2598318742,0.240581843223,-40.5216649429,18.5255963052,-16.373103003,0.051959940097,103.912830675,1.34537522543,20.7727383001,0.222411212448,53.4039400516,7.09358499065,60.2977387661,0.0402445253942,-2.83100099962,0.196578187173,147.170814405,49.9999856202,9.3162043574e-05,
 ,0.22,0.997000835709,-9.28666867246,0.219612965381,-46.2589026456,0.240581934803,-40.5215409555,18.5245964296,-16.3721225749,0.0521775337589,104.374350556,1.34541151665,20.7706576853,0.222408394145,53.4106748849,7.09338488899,60.3067975155,0.0401633373482,-2.77970653563,0.196576397943,147.1708278,49.9999784079,7.16424547269e-05,
 ,0.24,0.997001243686,-9.28640423799,0.219592211808,-46.2566707549,0.240581169681,-40.5211962524,18.5231974019,-16.3706942244,0.052460573373,104.959605356,1.34546537739,20.7676040641,0.222404331307,53.4198266671,7.09311060212,60.3189670807,0.0400585631091,-2.7132918278,0.196573675862,147.170837159,49.9999681219,7.95629526178e-05,
 ,0.26,0.997001794108,-9.28602240129,0.219558888756,-46.2528001963,0.240578911907,-40.5205149175,18.5212880979,-16.3686822756,0.0528235957473,105.686854605,1.34554383082,20.7632091789,0.222398564302,53.4321514073,7.09273964258,60.3351049068,0.0399251208052,-2.62848563349,0.196569647974,147.17083783,49.9999537617,0.00010342671233,
 ,0.28,0.997002519689,-9.28548079275,0.219510403999,-46.2469189528,0.240574300113,-40.5193447544,18.5187404969,-16.3659256573,0.0532824691367,106.571403339,1.3456559938,20.757002132,0.222390529523,53.4485473748,7.09224554907,60.3561982862,0.0397576640621,-2.52179497823,0.196563831228,147.170823061,49.9999341069,0.000139395046591,
 ,0.3,0.997003456643,-9.28472545745,0.219444015229,-46.2386211635,0.240566225212,-40.5174929071,18.5154088519,-16.3622350344,0.0538544692244,107.624588399,1.34581352301,20.7483889092,0.222379555222,53.4700622732,7.09159779443,60.3833703887,0.0395506740286,-2.38949803349,0.196555608965,147.1707835,49.9999076761,0.000187383157729,
 ,0.32,0.99700464449,-9.28368863065,0.219356880365,-46.2274713754,0.240553314425,-40.5147220992,18.5111294676,-16.3573902963,0.0545582176231,108.852768936,1.34603110182,20.7366306088,0.222364863501,53.4978933722,7.09076189344,60.417881297,0.0392985850057,-2.22764208194,0.196544205245,147.170706642,49.9998726952,0.000248843737057,
 ,0.34,0.99700612568,-9.28228633966,0.219246123739,-46.2130107441,0.240533922974,-40.510747651,18.5057211498,-16.3511384684,0.0554134225803,110.256426412,1.34632696491,20.7208207479,0.222345580141,53.5333790307,7.08969975002,60.4611233967,0.0389959420835,-2.0320435579,0.196528657194,147.170576234,49.9998270709,0.000325927779688,
 ,0.36,0.997007945004,-9.28041585838,0.219108915894,-46.194764913,0.240506134807,-40.5052354364,18.498986375,-16.3431921061,0.056440370292,111.829506472,1.34672345552,20.699862193,0.222320753694,53.5779801425,7.08837027167,60.5146105967,0.038637587103,-1.79828895787,0.196507785708,147.170371635,49.9997683677,0.000421154681093,
 ,0.38,0.997010148815,-9.27795305251,0.218942563889,-46.1722532041,0.240467773569,-40.4978009351,18.4907132112,-16.3332282347,0.0576591372434,113.559142928,1.34724760856,20.6724444571,0.22228938492,53.6332502396,7.08673026722,60.5799610055,0.0382188670483,-1.52173637461,0.196480164964,147.170067159,49.9996937911,0.000537265413208,
 ,0.4,0.997012784037,-9.27474966558,0.218744608291,-46.1449986728,0.240416424861,-40.4880095254,18.4806780045,-16.3208878949,0.0590885299027,115.425883247,1.34793175106,20.637022323,0.222250467073,53.7007933058,7.0847356312,60.6588728536,0.0377358571382,-1.19751844837,0.196444091372,147.169631393,49.9996001755,0.000677136132064,
 ,0.42,0.997015897002,-9.27063060782,0.218512922598,-46.1125385324,0.240349470583,-40.4753781419,18.4686488271,-16.3057763509,0.0607448034425,117.404478913,1.3488141101,20.5917969747,0.222203036757,53.7822087755,7.08234280261,60.7530936278,0.0371855894814,-0.820548792648,0.196397552739,147.169026516,49.9994839813,0.000843706235032,
 ,0.44,0.997019532104,-9.2653913212,0.218245810542,-46.0744344262,0.240264135744,-40.4593783914,18.4543896607,-16.2874640182,0.0626402567775,119.465216681,1.34993941736,20.5347010515,0.222146234147,53.879023711,7.07951046841,60.8643825691,0.0365662771892,-0.38553548677,0.196338198538,147.168207617,49.999341301,0.00103990394543,
 ,0.46,0.997023730312,-9.25879530438,0.21794209676,-46.0302820334,0.240157547718,-40.439441183,18.4376652689,-16.2654881581,0.0647818352532,121.575666027,1.35135949862,20.4633892575,0.222079370224,53.9926127557,7.07620146364,60.9944668869,0.035877523328,0.112992899945,0.196263312349,147.167122034,49.9991678758,0.00126856370065,
 ,0.48,0.997028527561,-9.25057188966,0.217601206504,-45.9797195282,0.240026807394,-40.4149628848,18.4182466886,-16.2393553825,0.0671698843918,123.702632425,1.35313383623,20.3752363593,0.222001997549,54.1241071204,7.07238480033,61.1449922407,0.0351205040314,0.680640984466,0.196169787601,147.165708701,49.9989591245,0.00153233411483,
