Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),
Configuration Field Inputs,50,50,7,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.09221867466,-12.3081878336,0.187578931231,-163.823740145,0.169070429923,-161.694590168,0.0428944679124,-41.6130311115,0.115210789162,-164.741615826,0.0271850135385,-79.1180272266,0.0069803721349,83.1553089765,49.999997338,1.85281133564,
 ,0.02,1.09221866994,-12.3081901245,0.187578970976,-163.82374945,0.169070468988,-161.694599131,0.0428944593453,-41.6130334265,0.115210836933,-164.741634681,0.0271850033558,-79.1180556176,0.00698037391311,83.1553458247,49.9999991886,0.681602878944,
 ,0.04,1.09221867046,-12.3081895696,0.187578980105,-163.823749698,0.16907048865,-161.694600864,0.0428944583183,-41.6130331449,0.115210848366,-164.741636762,0.0271850049347,-79.1180507686,0.0069803736523,83.1553397854,49.9999996413,0.250745676977,
 ,0.06,1.09221866868,-12.3081877869,0.187578980134,-163.823747999,0.169070507528,-161.694601829,0.0428944592552,-41.6130308591,0.115210848908,-164.741635989,0.0271850098799,-79.1180304663,0.00698037302037,83.1553152614,49.9999997047,0.0922439386139,
 ,0.08,1.09221866517,-12.3081851513,0.187578977366,-163.823745431,0.16907052993,-161.69460283,0.0428944610336,-41.6130272196,0.1152108456,-164.741634336,0.0271850169748,-79.1179998472,0.00698037216807,83.1552785387,49.9999996544,0.033934923898,
 ,0.1,1.08344799612,-12.2156991931,0.185284636941,-164.399254092,0.178639782031,-157.317545698,0.0427296558099,-39.5013246159,0.108165651837,-168.592249705,0.0248699791097,-74.0895586323,0.0078471316452,79.9971712947,49.9912167281,0.0561566268164,
 ,0.12,1.08321536598,-12.1519129236,0.184852157165,-164.330605509,0.179882358644,-157.416607791,0.0429233831325,-39.3683078776,0.106856322924,-168.35343033,0.0250615576605,-73.1562181371,0.00784516320191,79.0378602866,49.9910525318,0.0222319067908,
 ,0.14,1.09153457794,-12.1314569275,0.186700900079,-163.690558832,0.173682383088,-162.062920158,0.0434236109009,-41.2126475133,0.111673238067,-164.007479901,0.0276174537012,-76.6698912843,0.00696468762205,80.1389557937,49.9953288856,-0.0134629473659,
 ,0.16,1.09130175675,-12.0441496728,0.186717346961,-163.683016736,0.176688600963,-162.437726415,0.0436905925022,-41.0410301154,0.110081010259,-163.602876653,0.0278698568066,-75.5548206401,0.00695358954625,78.6679369568,49.9902888051,0.0209693604762,
 ,0.18,1.09096816255,-11.9288323179,0.186585480297,-163.646978421,0.179816482106,-162.757260333,0.0440418042652,-40.8110344543,0.107967052302,-163.064669327,0.028211474617,-74.0992024828,0.00694916085538,76.7167360822,49.9861930224,0.0275621606173,
