Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),
Configuration Field Inputs,50,50,7,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,0.999999431912,0.807676784958,0.0415309966705,30.9509040188,0.760265406555,27.8545346474,0.033037314187,25.4113270897,0.0179201513363,108.015201019,0.0486285876188,-149.773636895,0.0407098106549,42.0922991317,50.0000023909,-0.112195033237,
 ,0.02,0.999999430939,0.807677049263,0.0415309916825,30.9509047761,0.760265335283,27.8545360851,0.0330373094536,25.4113276576,0.0179201530599,108.01521764,0.0486285933099,-149.773638822,0.0407097889187,42.092320994,50.0000008613,-0.0412671986052,
 ,0.04,0.999999432777,0.807676965434,0.0415309872904,30.9509070883,0.76026523142,27.8545392682,0.0330373060238,25.4113294636,0.0179201597271,108.015272039,0.0486285975383,-149.77364276,0.0407097423377,42.0923727084,50.0000003252,-0.0151788792678,
 ,0.06,0.999999436154,0.807676792034,0.041530980949,30.9509108971,0.76026507347,27.8545443478,0.0330373011938,25.4113324471,0.0179201706064,108.015360518,0.048628603495,-149.773649008,0.0407096681069,42.0924556801,50.0000001352,-0.00558311940656,
 ,0.08,0.999999440792,0.807676622853,0.0415309726773,30.9509160711,0.760264863612,27.8545512266,0.0330372949094,25.411336532,0.0179201853912,108.015480998,0.048628611097,-149.773657245,0.0407095685838,42.0925671042,50.0000000642,-0.00205358315742,
 ,0.1,0.815969531109,4.72898524563,0.0947634650642,-72.8146067647,1.06764984563,-68.9245454821,0.0714952446557,-74.1147365333,0.0149531993425,171.986878168,0.146957462092,-114.374814826,0.178369365048,-101.774097549,49.5936729792,1.6363510135,
 ,0.12,0.815654757811,5.12630822543,0.0949726366558,-72.5002773602,1.06881905753,-68.6769334782,0.0717052340396,-74.0795923437,0.0153524804952,172.750855677,0.148781681474,-114.554054195,0.179920688724,-102.457161772,49.8100178204,-0.378371988872,
 ,0.14,0.99731708655,2.20077493208,0.0388418350145,30.9446804056,0.722658935479,28.7198222604,0.0305685721754,25.3572362539,0.0185029543211,114.801826673,0.0573543886744,-148.873891236,0.028066357602,56.8696754305,50.1490104049,-1.55401780154,
 ,0.16,0.997561283889,2.9167859844,0.0397748459692,31.6246254817,0.72927615914,29.4381557912,0.0314678497341,26.1655528625,0.0190652899158,118.593970987,0.0599084588708,-148.296213349,0.0253395917032,65.3723291623,49.9939828532,0.15863549416,
 ,0.18,0.997208155506,3.72465803961,0.0399062570994,32.141307119,0.727032463898,30.1339688099,0.0315320737281,26.7753208427,0.0195508489073,122.02138752,0.0632146428787,-147.61102248,0.0223048337032,77.6220227221,49.9280840955,0.366060996041,
 ,0.2,0.996756006316,4.55421812173,0.0400427907515,32.5981616891,0.725179672203,30.7830711581,0.031582037543,27.3342645767,0.0199940687267,125.095935481,0.0661964150782,-146.788646837,0.0203843994277,90.7851727886,49.9010932396,0.261005238363,
 ,0.22,0.996262375242,5.40093212669,0.04025475855,33.0182388377,0.724660958495,31.3882612619,0.0316933394832,27.8606465647,0.0203792488134,127.808769279,0.0686771959035,-145.843270794,0.0194455359317,102.826436495,49.8893109055,0.151648307642,
 ,0.24,0.995740386834,6.26391347671,0.0405597157255,33.4068328114,0.725782459436,31.9479676222,0.0318822476997,28.3582992086,0.0206834155034,130.148400508,0.0705624076008,-144.783429302,0.0190135615937,112.109273128,49.8834204096,0.0839894008225,
 ,0.26,0.995197693997,7.14176201177,0.0409677125092,33.7676290305,0.728736734831,32.4613882888,0.0321571922479,28.8300842421,0.0208867808905,132.109334039,0.0717821198671,-143.614049294,0.0185888738608,117.805910202,49.8799084485,0.0479503139153,
