Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),
Configuration Field Inputs,50,50,9,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.01399987619,-14.7397287957,0.17111718934,108.212368516,0.210584434614,103.821539293,1.01034509335,65.2732557888,0.122108514773,-48.7401899797,0.119693140152,168.38095838,0.0145719140156,169.085749916,0.0971885919083,-73.6975527626,2.67460396086,-2.92951271739,49.9999988605,2.05303403288,
 ,0.02,1.01399987186,-14.7397282517,0.171117188424,108.21239392,0.210584427534,103.821564001,1.01034492907,65.273266779,0.122108507075,-48.7401931466,0.119693164177,168.380962843,0.0145719170655,169.085753422,0.0971885897508,-73.6975546002,2.67460428229,-2.92951294534,49.9999995339,0.755265889385,
 ,0.04,1.01399986929,-14.7397274801,0.171117195623,108.212401326,0.210584435003,103.821571583,1.01034489857,65.2732714596,0.122108498101,-48.7401943298,0.119693190022,168.380964509,0.0145719194774,169.08575362,0.0971885850897,-73.6975567979,2.67460480304,-2.92951480116,49.9999997577,0.277845780075,
 ,0.06,1.01399986582,-14.7397262652,0.171117207666,108.212409062,0.210584448593,103.821579676,1.01034488069,65.2732772156,0.122108484208,-48.7401957653,0.119693228907,168.38096652,0.0145719230425,169.085753373,0.0971885775308,-73.6975602354,2.67460561737,-2.92951786132,49.999999801,0.102213575211,
 ,0.08,1.01399986136,-14.7397246048,0.17111722433,108.212418741,0.210584467618,103.821589844,1.01034486363,65.2732847577,0.122108465189,-48.7401976865,0.119693280157,168.380969055,0.0145719278839,169.085752951,0.0971885671883,-73.6975649528,2.67460669712,-2.92952194061,49.9999997779,0.0376024040732,
 ,0.1,0.886281429057,-13.9274257766,0.806988889707,-118.57527895,1.10337698718,-116.195278266,4.64463996951,-100.692687369,0.19529932113,-88.7342698133,0.294626930585,-138.381916276,0.0393911433899,-142.521426583,0.115092951878,-85.6642806776,4.38641739799,33.1715230009,49.9190748221,0.363161865323,
 ,0.12,0.885373299508,-13.7396758931,0.822912240721,-119.18171798,1.1199837203,-116.654959502,4.66141668947,-100.852959685,0.195211956677,-89.5262724395,0.301750464108,-139.064172284,0.0404582333068,-143.341392479,0.114846714505,-86.0757805177,4.4404565097,32.776946434,49.9523764464,-0.0170999097818,
 ,0.14,1.01062080025,-14.047986809,0.183151080919,127.742716216,0.22016776124,123.606005202,0.873044811835,77.0692877651,0.113738091192,-52.1631582829,0.145461542507,171.671042416,0.0184261831432,171.555723674,0.09531766251,-75.2350670277,2.93390918159,-2.60035972971,50.0096613611,-0.267178054603,
 ,0.16,1.01102980621,-13.7660466042,0.189911016902,125.811337442,0.229891657047,122.12300008,0.902306081093,78.0312358194,0.110395216172,-52.363391392,0.153000583982,171.209697594,0.0196022483171,170.867409823,0.0940963673308,-75.6085006161,3.02263878482,-3.11074882453,49.9783926843,0.0566429640472,
 ,0.18,1.01054981534,-13.4018456836,0.19942103235,128.797709288,0.24125032848,125.369974053,0.898966438726,81.7253483166,0.106360270879,-53.4443687471,0.163395551378,171.648945556,0.0212650408988,171.083158287,0.0928285840505,-76.31542519,3.1373059352,-3.30320356997,49.9603433389,0.105930708656,
 ,0.2,1.00999736091,-13.0224515399,0.209044848255,131.829700673,0.252678014046,128.609390146,0.895482415144,85.5255650717,0.102458133755,-54.6615757956,0.172972016644,172.155264181,0.0228886092074,171.440114327,0.0915577017135,-77.1140660871,3.24712407458,-3.40081506611,49.9521647255,0.0775785320189,
 ,0.22,1.0094554256,-12.6321017164,0.218455516144,134.574920175,0.263906380147,131.529660809,0.894295444088,89.1878800866,0.0987751062668,-55.9344232901,0.181229514665,172.649097074,0.024409738433,171.858648116,0.0902949151363,-77.9869593071,3.34784572089,-3.42529750646,49.9480854758,0.0480814614973,
 ,0.24,1.00894574776,-12.2305438076,0.227459150657,137.027500929,0.274691339868,134.12788461,0.895314132407,92.6412990577,0.0953504520151,-57.2280142513,0.187958862612,173.113280638,0.0258010089865,172.315860151,0.0890564372239,-78.9270966859,3.43748665853,-3.38134827866,49.9455560716,0.0300557047157,
 ,0.26,1.00848231206,-11.8171673972,0.235882960211,139.205925421,0.284804697227,136.424195865,0.898117983807,95.8355376698,0.0922161343099,-58.5056213654,0.193045177654,173.540903181,0.0270404115786,172.796940033,0.0878628669726,-79.9211673603,3.51465480911,-3.27236164835,49.9435694082,0.0209368806106,
 ,0.28,1.00807523051,-11.3912930494,0.243573183942,141.130895114,0.294043954102,138.441125712,0.90218389745,98.7321422367,0.08939800481,-59.7256607227,0.196456861228,173.931032571,0.0281096120407,173.29075099,0.0867370885941,-80.9475883597,3.57847472833,-3.10173711741,49.9417332928,0.0169190004269,
 ,0.3,1.00773098221,-10.9522386486,0.250396895706,142.821878934,0.302235214358,140.200048193,0.906958549659,101.303170144,0.0869158211072,-60.8422962746,0.198241998915,174.287562389,0.0289939901381,173.788774313,0.0857018276109,-81.9760710174,3.62859028326,-2.87305220523,49.9398973604,0.0154749759022,
 ,0.32,1.00745244975,-10.4993754811,0.256242773053,144.295933379,0.309233849662,141.71983424,0.911905805727,103.529702393,0.0847834585041,-61.8070532979,0.198521845765,174.618163213,0.029682784,174.284559474,0.0847770807925,-82.9681169994,3.66515505645,-2.59014481172,49.9380088886,0.0152183792565,
 ,0.34,1.0072390738,-10.0321859558,0.261021701183,145.567355357,0.314924997546,143.016408656,0.916542242147,105.400207713,0.083009405287,-62.5712616868,0.197481052556,174.933112063,0.0301692345395,174.773365036,0.0839778689048,-83.8785236652,3.6888054378,-2.25719087641,49.9360575764,0.0154388562805,
 ,0.36,1.00708718055,-9.55032571641,0.264667524908,146.647697486,0.31922431509,144.102724597,0.920464332684,106.908980049,0.0815976200949,-63.0891502933,0.195354791817,175.244014006,0.0304507003746,175.251889021,0.0833127957945,-84.6578606233,3.70061595409,-1.87877956143,49.9340547426,0.0157711644302,
 ,0.38,1.00699046499,-9.05369039635,0.26713794793,147.545925331,0.322078957922,144.988914091,0.923368778024,108.054825743,0.0805487101687,-63.3213017435,0.192413186971,175.562509926,0.0305287250967,175.718042156,0.0827837775148,-85.2557033151,3.70203795307,-1.45997350595,49.9320257497,0.0160120091521,
 ,0.4,1.00694058061,-8.54248531365,0.268415476279,148.268626622,0.323468632967,145.682511713,0.925066569551,108.840129912,0.0798612374516,-63.2380897458,0.188943745779,175.899110763,0.0304090446096,176.170741364,0.0823870638869,-85.6242662186,3.69482400224,-1.00633836089,49.9300073416,0.0160299573092,
 ,0.42,1.00692777672,-8.01729512245,0.268508262749,148.820247537,0.323406526604,146.188720681,0.925490849981,109.270379473,0.0795328343123,-62.8226836787,0.18523279905,176.262310807,0.0301015244463,176.609711208,0.0821153684444,-85.722026646,3.68094126617,-0.523927662438,49.9280465999,0.0157249656842,
 ,0.44,1.00694153147,-7.47914965371,0.267450690325,149.203364109,0.321939885365,146.510728644,0.924698227823,109.354170728,0.0795607589829,-62.0732240017,0.181547183777,176.658099306,0.0296200175984,177.035285561,0.0819606333203,-85.5169867463,3.66247775321,-0.0192142899597,49.9262001897,0.0150123632226,
 ,0.46,1.00697114394,-6.92958179118,0.265303525844,149.419015395,0.319150015962,146.65010267,0.922862905105,109.103681519,0.0799415752803,-61.0038376661,0.178117523324,177.089903275,0.0289821340359,177.44820432,0.0819167636243,-84.9893466004,3.64154570265,0.501032634936,49.9245333562,0.013818342672,
 ,0.48,1.00700626624,-6.37067318823,0.262153477652,149.467136703,0.315151472997,146.607306746,0.920262869063,108.53553462,0.0806698066633,-59.6442687431,0.175124408295,177.558868685,0.0282089146413,177.849402601,0.081981622854,-84.1334821011,3.62018652122,1.02991745841,49.9231184665,0.0120806384819,
 ,0.5,1.0070373709,-5.80508389573,0.258112000782,149.347137712,0.310090214628,146.38239254,0.917257591627,107.671913211,0.0817356605343,-58.0380518829,0.172688572913,178.064266768,0.0273244052078,178.239793605,0.0821576998479,-82.9591751116,3.60028158072,1.56061724458,49.9220330407,0.00975134022136,
 ,0.52,1.00705615738,-5.23606249095,0.253313209024,149.058670962,0.304140528201,145.975913413,0.914257284083,106.541712484,0.0831221815885,-56.2393608854,0.170865830699,178.603762354,0.0263551305762,178.620052035,0.0824511192181,-81.4920158627,3.5834728777,2.08658636948,49.9213573009,0.0068003383288,
