Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),
Configuration Field Inputs,50,50,7,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,0.980186390381,-73.7828688528,3.72198771827,108.25367899,0.770028942686,106.387876836,0.211318414487,122.820138542,0.172434219612,118.191655709,0.564242256128,120.200292874,27.8547967211,115.870564992,49.9999991462,7.48971626276,
 ,0.02,0.980186385416,-73.782869692,3.72198794793,108.253677863,0.7700289066,106.387874836,0.211318416156,122.820137836,0.172434220737,118.191655027,0.564242129218,120.200284627,27.8547972569,115.870564139,49.9999997514,2.75530989185,
 ,0.04,0.980186384955,-73.7828700302,3.72198805909,108.253677871,0.770028909835,106.387874661,0.211318415497,122.820137386,0.172434221642,118.191654974,0.564242110947,120.200283183,27.8547972817,115.870563779,49.9999999377,1.0136210042,
 ,0.06,0.980186385268,-73.7828703972,3.72198819229,108.253678135,0.770028921894,106.38787484,0.211318414009,122.820136802,0.172434222789,118.191655024,0.564242110085,120.20028278,27.8547971755,115.870563354,50.00000001,0.372889988394,
 ,0.08,0.980186385851,-73.7828708762,3.72198837086,108.253678543,0.770028939415,106.387875174,0.211318412199,122.820136068,0.172434224486,118.191655134,0.564242111715,120.200282419,27.8547970017,115.870562787,50.0000000466,0.137178384356,
 ,0.1,0.979876733966,-73.7864219761,3.72224626835,108.191678654,0.763487271146,107.034037309,0.210026940606,123.398000842,0.170918552011,119.207860378,0.56273771938,120.4363774,27.8540753882,115.84081599,50.0002765008,0.0495766833607,
 ,0.12,0.979868693828,-73.7855685565,3.72163776119,108.188829822,0.763893338385,107.071588023,0.210085030433,123.414728522,0.171059826728,119.250812482,0.562979694778,120.457285024,27.8532758222,115.840363687,50.0000314073,0.0193395231948,
 ,0.14,0.980155584417,-73.7805882849,3.72029704196,108.244115448,0.771230445496,106.513903298,0.211553292503,122.886323321,0.172880626805,118.338786953,0.564732225968,120.253467763,27.8526141243,115.868533012,49.9996116179,0.00863728857874,
 ,0.16,0.980140894593,-73.7796368579,3.7194980866,108.239425923,0.771918141999,106.573360056,0.21174816905,122.918589478,0.173143220897,118.402979254,0.564801828694,120.266214377,27.8518613452,115.867641644,49.9997598135,0.00259555325017,
 ,0.18,0.980122461294,-73.7772030757,3.71858830354,108.235262924,0.772915003092,106.657612047,0.212025453954,122.972054045,0.173509394482,118.494852511,0.565064391882,120.295529892,27.8501745323,115.867183431,49.9996888395,0.00135391809745,
 ,0.2,0.980101734199,-73.7734076693,3.71771108572,108.232286276,0.774164390318,106.758844017,0.212397181813,123.043273998,0.17396054249,118.604529948,0.56542073452,120.333764644,27.8477933229,115.86734399,49.999541512,0.00126389406675,
 ,0.22,0.980078497172,-73.7679271503,3.71691511058,108.230988804,0.775698203733,106.878980803,0.212882374554,123.135195765,0.174508479819,118.73368587,0.565864301404,120.380948413,27.8446332938,115.868360846,49.9993365459,0.00151948062567,
 ,0.24,0.980052499736,-73.7603407587,3.71623953874,108.231920681,0.777553721886,107.02044371,0.21349726413,123.250773745,0.175165897733,118.884631084,0.566403324226,120.438229685,27.8405759803,115.870539471,49.9990730276,0.00190953773589,
 ,0.26,0.980023562487,-73.7501799178,3.71572655756,108.23570127,0.779760669533,107.185207566,0.214254094969,123.392388609,0.175942547552,119.05923222,0.567045791835,120.506770257,27.8355139421,115.874247914,49.9987465226,0.00237194697104,
 ,0.28,0.979991583305,-73.7369346547,3.71542240622,108.243016581,0.782338354806,107.374659365,0.215160638108,123.561741284,0.176844477778,119.258758066,0.567796656589,120.587551371,27.8293604734,115.879918528,49.998351776,0.00288756775747,
 ,0.3,0.979956538099,-73.7200547488,3.71537601616,108.25461225,0.785294624183,107.589554598,0.216219898858,123.759805864,0.177873753457,119.483837632,0.568657306701,120.681335476,27.8220537483,115.888050157,49.997883328,0.00345024178075,
 ,0.32,0.979918480797,-73.6989514961,3.71563672928,108.271282226,0.788625439691,107.830003559,0.217429999324,123.986811717,0.179028358191,119.734452204,0.569625492153,120.788654785,27.8135598558,115.899208771,49.9973358088,0.00405714812859,
 ,0.34,0.979877542858,-73.6730009905,3.71625140109,108.293853535,0.792314891772,108.095479573,0.218784235881,124.242251601,0.180302242026,120.009950548,0.570695412023,120.909806511,27.8038753412,115.914026159,49.9967041809,0.00470547860739,
 ,0.36,0.979833932259,-73.6415489833,3.71726104815,108.323167684,0.796335602278,108.384846742,0.220271304444,124.524913702,0.181685504993,120.309083268,0.57185792262,121.044852547,27.7930292706,115.933196632,49.9959839676,0.00539129049204,
 ,0.38,0.979787931593,-73.6039172053,3.71869720804,108.360059449,0.800649482039,108.696405075,0.221875678855,124.832935055,0.183164704277,120.630053226,0.573100854546,121.193623862,27.7810847349,115.957471747,49.9951714635,0.00610916979309,
 ,0.4,0.979739894706,-73.559410969,3.7205782046,108.40533392,0.805208797878,109.027950536,0.223578121122,125.1638732,0.184723268315,120.97057904,0.574409423015,121.355729911,27.7681397036,115.987653131,49.9942639232,0.0068522229266,
 ,0.42,0.979690241141,-73.5073278255,3.72290552989,108.459742756,0.809957493609,109.376847125,0.225356297012,125.514792423,0.186341997045,121.327968634,0.575766710283,121.530573196,27.7543271454,116.02458349,49.9932597222,0.00761221778816,
 ,0.44,0.979639447754,-73.4469670248,3.72566056069,108.523960678,0.814832701936,109.740107841,0.227185466838,125.882360553,0.187999624698,121.699199774,0.577154195695,121.717368881,27.7398143499,116.069135962,49.9921584838,0.00837980218292,
 ,0.46,0.979588037042,-73.3776395076,3.72880182157,108.598563233,0.819766380363,110.11448117,0.229039219541,126.262952097,0.189673420006,122.081004594,0.578552307645,121.915169091,27.724801407,116.122201987,49.9909611715,0.00914476558707,
 ,0.48,0.979536562039,-73.2986781553,3.73226298773,108.684006841,0.824687004309,110.496539731,0.230890218298,126.65275357,0.191339798695,122.469955209,0.57994097242,122.122891255,27.7095188288,116.184677963,49.9896701429,0.00989632394287,
 ,0.5,0.979485588027,-73.2094480273,3.7359517902,108.780612044,0.829521254362,110.882767838,0.232710927801,127.047867055,0.192974924439,122.86254776,0.581300137182,122.339349564,27.6942243252,116.257450962,49.9882891668,0.0106234125741,
 ,0.52,0.979435671686,-73.1093563299,3.73974994513,108.888550733,0.83419564162,111.269645035,0.234474296808,127.444408495,0.194555277013,123.255282471,0.582610247909,122.563288405,27.6791987752,116.341383845,49.9868234037,0.0113149749944,
 ,0.54,0.97938733865,-72.9978618847,3.74351418059,109.007837945,0.838638024509,111.65372307,0.236154374218,127.838597709,0.196058169955,123.644737688,0.583852667627,122.793416487,27.6647414617,116.437300143,49.9852793532,0.0119602372551,
 ,0.56,0.979341060673,-72.8744838902,3.74707838027,109.138328599,0.842778981571,112.031694303,0.237726842304,128.226837814,0.197462204261,124.027636242,0.585010025244,123.028440314,27.6511646617,116.545969069,49.9836647706,0.0125489591353,
 ,0.58,0.979297233731,-72.738809806,3.75025680908,109.279719278,0.846553016454,112.40045011,0.239169456494,128.605782373,0.198747649248,124.400902939,0.586066490351,123.26709574,27.6387877033,116.668091032,49.9819885579,0.0130716550698,
 ,0.6,0.979256158392,-72.5905022255,3.75284833179,109.431554938,0.84989958286,112.757128473,0.240462386726,128.972389336,0.19989674631,124.761712385,0.587007974093,123.508176464,27.6279306196,116.804284014,49.9802606337,0.0135197793109,
 ,0.62,0.979218023632,-72.4293046399,3.75464148759,109.593240167,0.852763927634,113.099150518,0.241588460623,129.32396143,0.200893935558,125.107526835,0.587822260263,123.750558569,27.6189075397,116.955071101,49.9784917871,0.0138858714731,
 ,0.64,0.979182895105,-72.2550460386,3.75542024185,109.764054442,0.855097758926,113.424246299,0.2425333133,129.658173299,0.201726009062,125.436124134,0.588499074001,123.993220461,27.612019969,117.120869456,49.9766935217,0.0141636603492,
 ,0.66,0.979150708541,-72.0676443262,3.75497020503,109.943170674,0.85685975297,113.730470598,0.243285452245,129.973086194,0.202382197361,125.745616204,0.58903009768,124.23525786,27.6075501178,117.301980946,49.9748778934,0.0143481257227,
 ,0.68,0.979121268671,-71.8671085727,3.75308508688,110.129676233,0.858015917359,114.016209865,0.243836248507,130.267151407,0.202854198007,126.034458825,0.589408944814,124.475893787,27.6057544379,117.49858456,49.9730573494,0.0144355197735,
