Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),
Configuration Field Inputs,50,50,7,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.06899930558,-8.91837122125,0.0286937545756,40.0108696004,0.0289941187859,110.971002849,0.271732906003,-20.8634593595,0.02035066642,-101.178671454,0.0916681047428,-61.2339036664,0.0537957012296,-155.558161654,49.9999966975,1.31881969587,
 ,0.02,1.06899930293,-8.91837031462,0.0286937494814,40.0108723999,0.0289941174413,110.970993019,0.271732864262,-20.8634617934,0.0203506657012,-101.178666042,0.0916681001201,-61.2339042002,0.0537956959134,-155.558160408,49.9999986916,0.485157524425,
 ,0.04,1.06899929895,-8.91836757796,0.0286937542318,40.010864456,0.0289941134115,110.970970584,0.271732854402,-20.8634603078,0.0203506643725,-101.178652687,0.0916681029388,-61.2338996533,0.0537956828141,-155.558155932,49.9999992658,0.178476915892,
 ,0.06,1.06899929343,-8.91836314117,0.0286937633948,40.0108501245,0.0289941068075,110.970934909,0.271732843759,-20.863457784,0.020350662321,-101.178631266,0.091668107444,-61.2338913228,0.0537956619303,-155.558148506,49.9999993285,0.0656577898028,
 ,0.08,1.06899928625,-8.91835709159,0.0286937761202,40.0108304282,0.0289940978191,110.970886697,0.271732829352,-20.863454425,0.0203506595787,-101.178602301,0.0916681132088,-61.2338797109,0.0537956337453,-155.558138352,49.9999992106,0.0241547832441,
 ,0.1,0.882138893044,-5.34513919806,0.172876014253,-91.1274734999,0.0764401299127,85.2845143427,0.276122262049,-49.226318263,0.00150686551706,19.327958755,0.137690129761,-80.9824795792,0.0492570991877,136.886470585,49.6350763426,1.46591599208,
 ,0.12,0.88164478611,-4.95785117522,0.173102872301,-90.8431215324,0.0767248779829,84.5076186783,0.272854828083,-49.7594011299,0.00200786395672,17.2369367608,0.137659071166,-80.6955775759,0.0484948554808,135.568896531,49.8257439019,-0.317340835879,
 ,0.14,1.06594173848,-7.52221877686,0.0236312753739,41.7190726536,0.0281483669469,100.174789158,0.259634494104,-21.1791981749,0.0196455266876,-94.6714808123,0.0914920589959,-60.940114417,0.0475210391837,-153.661128728,50.1278730354,-1.36624062944,
 ,0.16,1.06608083932,-6.7678740645,0.0247718090764,41.6216429018,0.0277035833955,94.5899553081,0.259027382424,-20.6569528164,0.0195577665536,-91.2084864369,0.091902161181,-59.5835182344,0.0445069569162,-151.919639002,49.9834413842,0.174437724198,
 ,0.18,1.06560593251,-5.97351163383,0.0244000637214,42.3376285178,0.0277508089693,88.5149117622,0.25535818882,-20.4446918358,0.0194520382043,-87.5018967222,0.0919465429892,-58.6406889821,0.0412935805196,-150.121271766,49.9255297354,0.332979830007,
 ,0.2,1.0650336919,-5.19178310697,0.0238636345264,43.174239682,0.0281690874673,82.671108,0.251778972527,-20.2195430961,0.0193994332636,-83.9017480691,0.091986326385,-57.7838900285,0.0382141523548,-148.201750137,49.9045456358,0.218982317618,
 ,0.22,1.06445167541,-4.43201101821,0.0232546522474,44.1423201105,0.0288847079411,77.299557271,0.248674454105,-19.9413542027,0.0194013951726,-80.499537271,0.0920299154792,-56.9857701693,0.0353434020416,-146.150628236,49.8984820503,0.107344740142,
 ,0.24,1.06389490623,-3.70047227648,0.0225766651169,45.2767580174,0.0298153132461,72.5512344322,0.246115320368,-19.600628798,0.0194490326545,-77.3648107736,0.0920624321863,-56.2481629488,0.0327350291123,-143.985403156,49.8986585737,0.036987022912,
